221 9202.184453 1.265E-32 5.575E-12.05120.051   83.55270.750.000000              4              0                    S  6q     344440 4 3 2 1 1 0   102.0   78.0
221 9208.877313 6.414E-33 5.800E-12.04990.050  111.39910.740.000000              4              0                    S  7q     344440 4 3 2 1 1 0    57.0   45.0
221 9215.428171 1.258E-32 6.016E-12.04880.049  143.22090.730.000000              4              0                    S  8q     344440 4 3 2 1 1 0   126.0  102.0
221 9221.836741 5.980E-33 6.223E-12.04760.048  179.01680.710.000000              4              0                    S  9q     344440 4 3 2 1 1 0    69.0   57.0
221 9228.102737 1.105E-32 6.426E-12.04630.046  218.78560.680.000000              4              0                    S 10q     344440 4 3 2 1 1 0   150.0  126.0
221 9234.225872 4.969E-33 6.628E-12.04480.045  262.52610.650.000000              4              0                    S 11q     344440 4 3 2 1 1 0    81.0   69.0
221 9240.205855 8.707E-33 6.827E-12.04330.043  310.23660.620.000000              4              0                    S 12q     344440 4 3 2 1 1 0   174.0  150.0
221 9246.042398 3.720E-33 7.024E-12.04150.042  361.91560.570.000000              4              0                    S 13q     344440 4 3 2 1 1 0    93.0   81.0
221 9251.735210 6.207E-33 7.223E-12.03960.040  417.56110.520.000000              4              0                    S 14q     344440 4 3 2 1 1 0   198.0  174.0
221 9257.283999 2.528E-33 7.421E-12.03750.037  477.17140.470.000000              4              0                    S 15q     344440 4 3 2 1 1 0   105.0   93.0
221 9262.688473 4.025E-33 7.621E-12.03540.035  540.74430.410.000000              4              0                    S 16q     344440 4 3 2 1 1 0   222.0  198.0
221 9267.948337 1.566E-33 7.821E-12.03320.033  608.27760.340.000000              4              0                    S 17q     344440 4 3 2 1 1 0   117.0  105.0
221 9273.063298 2.384E-33 8.024E-12.03110.031  679.76900.270.000000              4              0                    S 18q     344440 4 3 2 1 1 0   246.0  222.0
221 9278.033058 8.873E-34 8.227E-12.02910.029  755.21600.200.000000              4              0                    S 19q     344440 4 3 2 1 1 0   129.0  117.0
221 9282.857322 1.293E-33 8.435E-12.02740.027  834.61610.200.000000              4              0                    S 20q     344440 4 3 2 1 1 0   270.0  246.0
221 9287.535791 4.609E-34 8.642E-12.02730.027  917.96630.200.000000              4              0                    S 21q     344440 4 3 2 1 1 0   141.0  129.0
221 9292.068167 6.433E-34 8.851E-12.02730.027 1005.26390.200.000000              4              0                    S 22q     344440 4 3 2 1 1 0   294.0  270.0
221 9296.454150 2.198E-34 9.064E-12.02730.027 1096.50590.200.000000              4              0                    S 23q     344440 4 3 2 1 1 0   153.0  141.0
221 9300.693439 2.942E-34 9.279E-12.02730.027 1191.68900.200.000000              4              0                    S 24q     344440 4 3 2 1 1 0   318.0  294.0
221 9304.785731 9.641E-35 9.496E-12.02730.027 1290.81000.200.000000              4              0                    S 25q     344440 4 3 2 1 1 0   165.0  153.0
221 9308.730724 1.238E-34 9.717E-12.02730.027 1393.86550.200.000000              4              0                    S 26q     344440 4 3 2 1 1 0   342.0  318.0
221 9312.528114 3.893E-35 9.939E-12.02730.027 1500.85180.200.000000              4              0                    S 27q     344440 4 3 2 1 1 0   177.0  165.0
221 9316.177594 4.798E-35 1.016E-11.02730.027 1611.76520.200.000000              4              0                    S 28q     344440 4 3 2 1 1 0   366.0  342.0
221 9319.678859 1.448E-35 1.039E-11.02730.027 1726.60190.200.000000              4              0                    S 29q     344440 4 3 2 1 1 0   189.0  177.0
221 9323.031601 1.714E-35 1.062E-11.02730.027 1845.35800.200.000000              4              0                    S 30q     344440 4 3 2 1 1 0   390.0  366.0
221 9326.235512 4.970E-36 1.086E-11.02730.027 1968.02930.200.000000              4              0                    S 31q     344440 4 3 2 1 1 0   201.0  189.0
221 9329.290280 5.650E-36 1.109E-11.02730.027 2094.61150.200.000000              4              0                    S 32q     344440 4 3 2 1 1 0   414.0  390.0
221 9332.195597 1.574E-36 1.133E-11.02730.027 2225.10030.200.000000              4              0                    S 33q     344440 4 3 2 1 1 0   213.0  201.0
221 9334.951148 1.719E-36 1.157E-11.02730.027 2359.49110.200.000000              4              0                    S 34q     344440 4 3 2 1 1 0   438.0  414.0
221 9337.556621 4.602E-37 1.182E-11.02730.027 2497.77920.200.000000              4              0                    S 35q     344440 4 3 2 1 1 0   225.0  213.0
221 9340.011701 4.832E-37 1.207E-11.02730.027 2639.96000.200.000000              4              0                    S 36q     344440 4 3 2 1 1 0   462.0  438.0
221 9342.316072 1.243E-37 1.232E-11.02730.027 2786.02830.200.000000              4              0                    S 37q     344440 4 3 2 1 1 0   237.0  225.0
221 9344.469418 1.255E-37 1.258E-11.02730.027 2935.97920.200.000000              4              0                    S 38q     344440 4 3 2 1 1 0   486.0  462.0
221 9346.471418 3.106E-38 1.284E-11.02730.027 3089.80750.200.000000              4              0                    S 39q     344440 4 3 2 1 1 0   249.0  237.0
221 9348.321754 3.014E-38 1.309E-11.02730.027 3247.50780.200.000000              4              0                    S 40q     344440 4 3 2 1 1 0   510.0  486.0
221 9350.020105 7.174E-39 1.336E-11.02730.027 3409.07460.200.000000              4              0                    S 41q     344440 4 3 2 1 1 0   261.0  249.0
221 9351.566148 6.697E-39 1.363E-11.02730.027 3574.50230.200.000000              4              0                    S 42q     344440 4 3 2 1 1 0   534.0  510.0
221 9352.959559 1.533E-39 1.390E-11.02730.027 3743.78520.200.000000              4              0                    S 43q     344440 4 3 2 1 1 0   273.0  261.0
221 9354.200013 1.377E-39 1.417E-11.02730.027 3916.91750.200.000000              4              0                    S 44q     344440 4 3 2 1 1 0   558.0  534.0
