 11 2029.370373 1.674E-28 2.324E-03.05630.333 2919.63230.57-.006568          0 0 1          0 1 0  9  3  7        8  5  4      444233443230712210    81.0   75.0
 11 2029.748620 9.061E-28 3.872E-07.08170.352  704.21400.610.003753          0 1 0          0 0 0  6  6  1        7  1  6      564223443328712210    81.0   75.0
 11 2030.124030 1.202E-26 1.160E-01.07090.396 2595.81270.57-.003209          0 0 1          0 1 0  8  2  7        8  2  6      574426303384672224    81.0   75.0
 11 2030.140480 3.428E-28 5.813E+00.04680.280 4381.73520.57-.002249          0 3 0          0 2 0  9  5  4        8  4  5      474426443384672224    81.0   75.0
 11 2030.341180 1.078E-26 1.043E+01.00490.183 3940.58450.33-.005292          0 1 0          0 0 0 19  2 17       18  3 16      4742234433297122 9    81.0   75.0
 11 2030.458760 3.593E-27 1.043E+01.00490.183 3940.54260.33-.005292          0 1 0          0 0 0 19  3 17       18  2 16      3742234433297122 9    81.0   75.0
 11 2030.478088 2.790E-28 7.403E-02.05010.315 3320.92960.55-.001527          1 0 0          0 1 0 10  5  5        9  6  4      4742234433297122 8    81.0   75.0
 11 2030.799486 1.365E-28 6.902E-03.03320.298 3224.54610.51-.012111          0 0 1          0 1 0 11  2 10       10  4  7      444233443230712210    81.0   75.0
 11 2031.255622 1.073E-27 3.656E-03.06120.333 2630.19240.57-.004753          0 0 1          0 1 0  9  1  9        8  3  6      474223443330712210    81.0   75.0
 11 2031.416291 2.361E-28 7.259E-01.07910.412 3598.72660.69-.001780          0 1 1          0 2 0  3  3  0        4  3  1      4442334432257122 7    81.0   75.0
 11 2031.450547 7.794E-27 4.283E-01.02390.181 3032.69000.44-.005459          0 1 0          0 0 0 12 10  2       12  9  3      374426443384672224    81.0   75.0
 11 2031.450902 2.680E-26 4.910E-01.02390.181 3032.68970.44-.005449          0 1 0          0 0 0 12 10  3       12  9  4      454426445984672224    75.0   75.0
 11 2031.907591 2.750E-26 7.718E+00.01960.171 3437.27510.35-.000129          0 1 0          0 0 0 17  4 14       16  3 13      354426445984672224    35.0   33.0
 11 2032.077017 7.130E-28 7.281E-01.07750.412 3597.86610.69-.003233          0 1 1          0 2 0  3  3  1        4  3  2      4742234433257122 7    81.0   75.0
 11 2032.198082 4.274E-28 1.404E+00.05690.352 3739.51870.61-.006949          0 1 1          0 2 0  6  1  6        7  1  7      4742234433257122 7    81.0   75.0
 11 2032.226930 4.126E-28 2.483E-03.06040.339 2724.16700.61-.005079          1 0 0          0 1 0  8  4  5        7  5  2      534426303384672224    81.0   75.0
 11 2032.292040 1.131E-24 4.636E-01.10700.442 1693.64990.890.003020          1 0 0          0 1 0  2  0  2        2  1  1      567520305910662545     5.0    5.0
 11 2032.465229 1.283E-27 1.399E+00.05840.352 3738.60880.61-.008073          0 1 1          0 2 0  6  0  6        7  0  7      4742234433257122 7    81.0   75.0
 11 2033.697194 1.050E-27 4.270E-05.06000.298 1718.71850.51-.005033          0 1 0          0 0 0  9  8  1       10  5  6      574223443328712210    81.0   75.0
 11 2033.768241 6.659E-27 5.237E-01.02420.192 3347.78200.41-.005589          0 1 0          0 0 0 13 10  3       13  9  4      374426443384672224    81.0   75.0
 11 2033.771118 2.220E-27 5.237E-01.02420.192 3347.78030.41-.005589          0 1 0          0 0 0 13 10  4       13  9  5      374426443384672224    81.0   75.0
 11 2033.803323 4.831E-27 4.306E-02.06050.371 2552.87970.63-.003844          0 0 1          0 1 0  7  3  4        6  5  1      444223443330712210    81.0   75.0
 11 2034.020656 1.186E-29 1.317E-02.05080.281 3650.50830.47-.013701          0 0 1          0 1 0 12  3 10       11  5  7      444233443231712211    81.0   75.0
 11 2034.032710 3.201E-24 2.537E-03.06460.301  885.60020.740.000360          0 1 0          0 0 0  8  5  4        8  2  7      5845203059676624 6    51.0   51.0
 11 2034.056100 3.972E-23 2.436E+00.07880.375 1616.45240.71-.008239          0 1 0          0 0 0 11  5  7       10  4  6      686621595967662423    23.0   21.0
 11 2034.142510 2.200E-24 7.469E-01.07890.423 2042.75330.69-.005069          0 0 1          0 1 0  5  1  5        6  1  6      573620305967162423    33.0   39.0
 11 2034.191190 1.290E-25 6.594E-02.07130.419 2161.28590.63-.006279          0 0 1          0 1 0  6  0  6        6  2  5      574426303384162224    39.0   39.0
 11 2034.248764 5.898E-28 5.238E-02.04670.315 3321.01330.55-.006186          0 0 1          0 1 0 10  4  6        9  6  3      474223443330712210    81.0   75.0
 11 2034.350835 4.885E-28 3.770E-03.02660.315 2818.39770.55-.012459          0 0 1          0 1 0 10  0 10        9  2  7      4742234433287122 8    81.0   75.0
 11 2034.362790 7.219E-25 7.320E-01.07600.425 2041.78050.81-.005159          0 0 1          0 1 0  5  0  5        6  0  6      577620305910162545    11.0   13.0
 11 2034.538371 4.111E-29 9.012E-04.03580.235 3084.83470.40-.009492          0 1 0          0 0 0 13  9  4       14  6  9      344233443231712211    81.0   75.0
 11 2034.875960 3.907E-28 9.365E-01.08080.391 3598.51570.67-.002639          0 1 1          0 2 0  4  2  3        5  2  4      4642234433257122 7    81.0   75.0
 11 2034.903411 9.022E-29 9.744E-02.07450.371 3736.17070.63-.007924          0 1 1          0 2 0  6  0  6        6  2  5      4442334432257122 7    81.0   75.0
 11 2035.065612 2.090E-27 5.954E-01.09680.434 3334.62650.71-.005126          1 1 0          0 2 0  3  0  3        3  1  2      4742234433257122 7    81.0   75.0
 11 2035.316393 2.348E-28 1.427E+01.00760.150 4820.63770.300.000000          0 1 0          0 0 0 22  2 21       21  1 20      4442334432327122 0    81.0   75.0
 11 2035.348902 7.804E-29 1.423E+01.00760.150 4820.64060.300.000000          0 1 0          0 0 0 22  1 21       21  2 20      3442334432327122 0    81.0   75.0
 11 2035.678352 5.343E-28 6.068E-01.02140.235 3685.41800.40-.005592          0 1 0          0 0 0 14 10  4       14  9  5      374223443331712211    81.0   75.0
 11 2035.690191 1.603E-27 6.068E-01.02230.235 3685.40660.40-.005292          0 1 0          0 0 0 14 10  5       14  9  6      374223443331712211    81.0   75.0
 11 2035.874580 1.332E-26 6.909E-03.08290.395 2129.59910.69-.006609          0 0 1          0 1 0  5  2  4        4  4  1      564426303384672224    81.0   75.0
 11 2036.006740 1.763E-26 1.540E-02.10570.457 1743.48630.72-.010629          0 0 1          0 1 0  1  0  1        2  2  0      574426303384672224    81.0   75.0
 11 2036.052607 1.946E-27 9.965E-04.07060.321 2161.28590.630.004120          0 2 0          0 1 0  6  5  2        6  2  5      574426443384672224    81.0   75.0
 11 2036.058948 1.639E-29 1.525E-01.03620.265 4329.31880.44-.002922          1 0 0          0 1 0 13  6  7       12  7  6      4442334432297122 9    81.0   75.0
 11 2036.478806 5.178E-29 5.721E-03.05110.315 3139.47560.55-.008023          0 0 1          0 1 0 10  3  8        9  5  5      444233443230712210    81.0   75.0
 11 2036.526407 7.198E-29 5.746E-02.04270.298 3565.00420.51-.009018          1 0 0          0 1 0 11  5  7       10  6  4      4442334432297122 8    81.0   75.0
 11 2036.739316 6.325E-28 9.021E-05.03170.250 1806.67010.41-.002868          0 1 0          0 0 0 12  4  8       13  1 13      474223443331712210    81.0   75.0
 11 2036.873524 1.309E-29 2.636E+00.05170.333 4889.45700.57-.006020          1 1 0          1 0 0  9  6  3        8  5  4      4442334432257122 7    81.0   75.0
 11 2037.089580 3.343E-28 6.818E-01.02020.221 4045.32060.37-.005292          0 1 0          0 0 0 15 10  5       15  9  6      374223443331712211    81.0   75.0
 11 2037.125625 1.070E-28 6.546E-01.02010.221 4045.28390.37-.005292          0 1 0          0 0 0 15 10  6       15  9  7      344233443231712211    81.0   75.0
 11 2037.506750 1.106E-22 1.066E+00.07680.383 1216.23110.650.011260          0 1 0          0 0 0 10  4  6        9  3  7      687321595967662423    21.0   19.0
 11 2037.660796 1.118E-29 2.054E-02.10260.456 3317.21020.72-.012725          0 1 1          0 2 0  1  0  1        2  2  0      4442334432287122 8    81.0   75.0
 11 2037.903088 1.962E-29 7.224E-01.01650.208 4427.22510.35-.004092          0 1 0          0 0 0 16 10  6       16  9  7      344233443231712211    81.0   75.0
 11 2038.001806 8.673E-29 9.553E-03.04870.298 3383.26510.51-.008537          0 0 1          0 1 0 11  3  9       10  5  6      444233443230712210    81.0   75.0
 11 2038.005108 5.884E-29 7.218E-01.01650.208 4427.11910.35-.004092          0 1 0          0 0 0 16 10  7       16  9  8      444233443231712211    81.0   75.0
 11 2038.094200 1.057E-24 5.191E-03.07670.359 1282.91880.78-.000139          0 1 0          0 0 0  9  6  3        9  3  6      587521305910662545    57.0   57.0
 11 2038.291156 1.197E-29 3.280E+00.02560.371 4677.87600.63-.004235          1 1 0          1 0 0  7  7  1        6  6  0      4442334432297122 9    81.0   75.0
 11 2038.291569 3.590E-29 3.279E+00.03050.371 4677.87600.63-.001570          1 1 0          1 0 0  7  7  0        6  6  1      4442334432257122 7    81.0   75.0
 11 2038.585463 9.651E-28 4.081E-01.06050.281 3659.90320.47-.011627          0 0 1          0 1 0 11  5  7       11  5  6      4742234433297122 8    81.0   75.0
 11 2038.762760 7.310E-26 2.740E-02.05980.344 2246.88390.410.012820          0 1 0          0 0 0 13  5  8       13  2 11      544426305984672224    81.0   81.0
 11 2038.882269 5.944E-28 1.820E+00.10260.480 3196.09330.73-.006556          1 1 0          0 2 0  0  0  0        1  1  1      3742234433257122 7    81.0   75.0
 11 2039.786492 2.884E-29 2.159E+00.02430.183 4833.20610.330.003708          0 1 0          0 0 0 19  6 13       18  7 12      344233443231712211    81.0   75.0
 11 2039.857706 5.952E-27 8.587E-05.05200.260 1524.84730.470.005800          0 1 0          0 0 0 10  6  5       11  1 10      474426443384672224    81.0   75.0
 11 2039.947890 3.168E-24 5.614E-01.10540.468 1640.50570.85-.006219          1 0 0          0 1 0  1  0  1        1  1  0      585520305967662423     9.0    9.0
 11 2040.016710 6.999E-25 6.292E-01.09380.449 1922.90040.69-.002269          0 0 1          0 1 0  3  2  1        4  2  2      574626305984162224     7.0    9.0
 11 2040.052627 2.273E-26 4.010E+00.06670.380 3253.73730.51-.006769          0 2 0          0 1 0 11  5  7       10  4  6      474426443384672224    81.0   75.0
 11 2040.305720 1.110E-25 1.380E-01.07420.412 2146.26360.630.006360          0 2 0          0 1 0  7  4  4        6  1  5      554526305984162224    15.0   13.0
 11 2041.009830 1.870E-26 4.718E+00.02950.229 3639.53690.35-.012409          0 1 0          0 0 0 17  4 13       16  5 12      374426443384672224    81.0   75.0
 11 2041.024984 8.175E-29 4.083E-02.08720.434 3500.63870.71-.006826          1 1 0          0 2 0  4  2  3        3  3  0      4442634432287122 8    81.0   75.0
 11 2041.047410 5.910E-26 4.724E-02.07340.391 2251.86230.67-.006709          1 0 0          0 1 0  6  3  4        5  4  1      554426305984672224    39.0   33.0
 11 2041.091890 4.399E-29 1.179E+00.06900.315 4268.23970.550.003176          0 3 0          0 2 0 10  3  7        9  2  8      3442334432287122 7    81.0   75.0
 11 2041.214920 1.559E-28 3.760E-01.08300.391 3598.51560.670.000792          1 1 0          0 2 0  4  3  1        5  2  4      4442534432257122 7    81.0   75.0
 11 2041.288360 1.571E-21 2.925E+00.05200.289 1059.83530.50-.009909          0 1 0          0 0 0  8  6  3        7  5  2      686621595967662423    51.0   45.0
 11 2041.447121 1.616E-29 1.004E-01.08160.391 3868.87280.67-.003909          1 1 0          0 2 0  6  3  3        5  4  2      4442534432287122 8    81.0   75.0
 11 2041.495540 5.228E-22 2.918E+00.05330.277 1059.64660.41-.009229          0 1 0          0 0 0  8  6  2        7  5  3      686521595967662423    17.0   15.0
 11 2041.511320 3.339E-23 2.498E+00.07170.399 1899.00750.50-.011259          0 1 0          0 0 0 12  5  8       11  4  7      688721595910162545    75.0   69.0
 11 2041.586666 1.073E-28 5.094E+00.05800.327 4611.79440.55-.009999          0 3 0          0 2 0 10  5  6        9  4  5      444436443284672224    81.0   75.0
 11 2041.834560 4.034E-26 1.233E-02.09060.461 2053.96860.67-.004329          1 0 0          0 1 0  6  1  6        5  2  3      574426303384672224    81.0   75.0
 11 2041.919286 4.803E-29 4.989E-02.06030.250 3877.08810.410.012318          0 2 0          0 1 0 13  5  8       13  2 11      4442334432297122 8    81.0   75.0
 11 2042.830933 1.999E-27 1.371E+00.08580.391 3565.45450.67-.000513          0 1 1          0 2 0  4  1  3        5  1  4      4742234433257122 7    81.0   75.0
 11 2043.123893 2.395E-28 6.379E+00.03920.202 4197.36040.63-.003159          0 3 0          0 2 0  7  6  2        6  5  1      444436443284672224    81.0   75.0
 11 2043.148399 7.349E-28 6.524E+00.03920.201 4197.33850.63-.003039          0 3 0          0 2 0  7  6  1        6  5  2      474426443384672224    81.0   75.0
 11 2043.166990 1.534E-25 2.818E-02.09660.462 1821.59680.690.001150          1 0 0          0 1 0  3  2  1        4  1  4      564626305984162224    21.0   27.0
 11 2043.313222 9.548E-29 1.802E-01.08810.412 3495.93900.69-.000036          1 1 0          0 2 0  3  3  1        4  2  2      4442534432257122 7    81.0   75.0
 11 2043.405373 5.746E-29 5.527E-04.07650.315 2818.39770.550.004241          0 0 1          0 1 0  8  4  4        9  2  7      4442334432287122 8    81.0   75.0
 11 2043.618392 6.619E-27 1.416E+00.06840.386 3535.86980.47-.013189          1 0 0          0 1 0 12  3 10       11  4  7      444426443384672224    81.0   75.0
 11 2043.699310 1.177E-25 2.556E-02.08730.422 1907.61580.71-.006609          1 0 0          0 1 0  4  2  3        3  3  0      554426305984672224    27.0   21.0
 11 2043.730082 9.420E-26 6.609E-02.09340.468 1922.82900.670.000030          1 0 0          0 1 0  4  2  2        5  1  5      554426445984672224     9.0   11.0
 11 2043.943510 3.612E-25 1.566E-01.06010.350 2180.64280.610.003120          0 2 0          0 1 0  8  3  6        7  0  7      574426303384672224    81.0   75.0
 11 2043.949030 4.426E-22 8.267E-02.06980.361  586.24350.640.005790          0 1 0          0 0 0  8  3  6        7  0  7      687420595967662423    51.0   45.0
 11 2044.068669 2.408E-27 2.240E-03.06070.296 2337.66650.570.003860          0 2 0          0 1 0  8  4  5        8  1  8      574426443384672224    81.0   75.0
 11 2044.118155 2.868E-28 1.154E-01.09950.434 3334.62650.71-.001250          1 1 0          0 2 0  2  2  1        3  1  2      4742234433257122 7    81.0   75.0
 11 2044.235979 3.519E-28 1.834E-02.06260.315 2983.32280.55-.009842          0 0 1          0 1 0 10  2  9        9  4  6      434223443330712210    81.0   75.0
 11 2044.332560 1.675E-26 2.195E-01.07470.424 2904.67010.55-.008509          0 0 1          0 1 0  9  3  7        9  3  6      574426303384672224    81.0   75.0
 11 2044.868104 9.332E-28 2.244E-03.06810.391 2251.69530.67-.006709          0 0 1          0 1 0  6  2  5        5  4  2      454223443330712210    81.0   75.0
 11 2044.997070 5.400E-27 9.866E-02.07270.379 2724.04130.61-.003309          1 0 0          0 1 0  8  4  4        7  5  3      534426303384672224    17.0   15.0
 11 2045.310532 1.130E-28 5.377E-02.08560.391 3565.45460.670.007060          0 3 0          0 2 0  6  4  3        5  1  4      4442334432257122 7    81.0   75.0
 11 2045.570489 4.337E-27 5.009E-02.04720.321 2739.42770.400.017900          0 1 0          0 0 0 14  6  8       14  3 11      374426443384672224    81.0   75.0
 11 2046.314550 2.857E-27 3.610E-02.08020.333 2670.78950.57-.006134          1 0 0          0 1 0  9  2  8        8  3  5      4742234433287122 8    81.0   75.0
 11 2046.487327 7.503E-26 3.919E+00.04950.320 2983.32280.55-.000159          0 2 0          0 1 0 10  5  5        9  4  6      474426443384672224    81.0   75.0
 11 2046.515810 1.206E-22 2.149E+00.05750.311 1340.88450.370.001430          0 1 0          0 0 0 10  5  5        9  4  6      687421595967662423    21.0   19.0
 11 2046.795386 2.953E-24 2.739E+00.05920.426 2205.65180.60-.007709          0 1 0          0 0 0 13  5  9       12  4  8      483320445967662423    27.0   25.0
 11 2047.083331 1.284E-27 4.784E-01.05710.298 3387.40000.51-.013741          0 0 1          0 1 0 10  5  6       10  5  5      4742234433297122 9    81.0   75.0
 11 2047.319914 1.770E-28 2.869E-01.06210.352 3895.25270.57-.002229          0 3 0          0 2 0  9  2  7        8  1  8      444436443284672224    81.0   75.0
 11 2047.331127 1.414E-29 1.567E-01.07190.371 4016.05250.63-.010154          1 1 0          0 2 0  7  3  5        6  4  2      4442534432287122 8    81.0   75.0
 11 2047.387057 4.506E-29 2.897E-02.08950.391 3626.92240.67-.004940          1 1 0          0 2 0  6  1  6        5  2  3      4442534432287122 8    81.0   75.0
 11 2047.389986 4.140E-26 4.860E-03.08810.421 1821.59680.690.006740          0 2 0          0 1 0  5  4  1        4  1  4      544426445984672224    33.0   27.0
 11 2047.404436 9.599E-29 4.664E-04.04830.250 2756.41430.41-.014966          0 1 0          0 0 0 12  9  4       13  6  7      344233443231712211    81.0   75.0
 11 2047.568803 4.519E-27 7.532E+00.01570.154 3812.04480.34-.003939          0 1 0          0 0 0 18  3 15       17  4 14      374426443384672224    81.0   75.0
 11 2047.635950 2.428E-28 3.284E-03.07090.298 2705.09620.51-.000686          0 2 0          0 1 0 10  3  7       10  0 10      4442334432287122 8    81.0   75.0
 11 2047.726690 1.896E-25 1.125E-03.07130.348 1114.53130.510.000990          0 1 0          0 0 0 10  3  7       10  0 10      564626305984162224    21.0   21.0
 11 2048.190850 6.585E-28 3.034E-03.06790.352 2439.95440.61-.012186          0 0 1          0 1 0  8  1  8        7  3  5      4742234433287122 8    81.0   75.0
 11 2048.255040 5.681E-28 1.066E+01.01430.172 4331.08680.32-.002592          0 1 0          0 0 0 20  2 18       19  3 17      374223443331712211    81.0   75.0
 11 2048.321115 1.705E-27 1.066E+01.01230.172 4331.06300.32-.003392          0 1 0          0 0 0 20  3 18       19  2 17      474223443331712211    81.0   75.0
 11 2048.649470 2.199E-24 6.182E-01.08950.469 1908.01630.89-.003859          0 0 1          0 1 0  3  2  2        4  2  3      588821305910162545    21.0   27.0
 11 2048.660519 9.499E-28 7.835E-01.10180.456 3255.34590.72-.006779          1 1 0          0 2 0  2  0  2        2  1  1      4742234433257122 7    81.0   75.0
 11 2049.554310 5.140E-26 7.438E-02.07940.427 2146.26360.63-.002409          0 0 1          0 1 0  6  1  6        6  1  5      544426305984672224    13.0   13.0
 11 2050.006147 5.910E-28 1.713E-03.06600.352 2318.53990.610.004409          0 2 0          0 1 0  7  5  3        7  2  6      4742234433287122 8    81.0   75.0
 11 2050.300898 1.359E-26 7.529E+00.01630.152 3810.93400.34-.001239          0 1 0          0 0 0 18  4 15       17  3 14      474426443384672224    81.0   75.0
 11 2050.485710 5.190E-26 2.706E-02.10010.486 1739.48370.710.000950          1 0 0          0 1 0  2  2  0        3  1  3      554426305984672224     5.0    7.0
 11 2050.637707 8.000E-25 4.902E+00.04500.266 2724.16700.39-.009879          0 2 0          0 1 0  8  6  3        7  5  2      487721445910162545    51.0   45.0
 11 2050.984520 3.090E-25 1.662E-03.08630.351 1050.15760.570.000300          0 1 0          0 0 0  8  6  2        8  3  5      576726305910162224    17.0   17.0
 11 2050.989616 1.689E-27 3.299E-01.07560.298 3253.73730.51-.010998          0 0 1          0 1 0 10  4  7       10  4  6      4742234433297122 8    81.0   75.0
 11 2051.046792 2.518E-25 4.628E+00.04890.253 2724.04130.84-.004309          0 2 0          0 1 0  8  6  2        7  5  3      476626445910162524    17.0   15.0
 11 2051.128182 5.043E-27 2.151E-01.05760.341 2920.13210.57-.006109          1 0 0          0 1 0  9  4  6        8  5  3      454446441884672224    81.0   75.0
 11 2051.392470 1.070E-24 7.724E-01.09640.501 1875.46930.93-.008119          0 0 1          0 1 0  3  1  2        4  1  3      587720305910162545     7.0    9.0
 11 2051.505096 2.507E-28 2.129E-01.05910.343 3738.60890.610.001610          0 3 0          0 2 0  8  3  6        7  0  7      444436443284672224    81.0   75.0
 11 2051.555518 2.171E-24 3.094E+00.05450.362 2533.79170.560.006750          0 1 0          0 0 0 14  5 10       13  4  9      485420445967662423    87.0   81.0
 11 2051.647833 1.309E-26 2.823E+00.06460.382 3535.86980.47-.005369          0 2 0          0 1 0 12  5  8       11  4  7      454426443384672224    81.0   75.0
 11 2051.705736 2.208E-27 1.491E+00.07190.371 3601.85830.63-.007191          0 1 1          0 2 0  5  1  5        6  1  6      4742234433257122 7    81.0   75.0
 11 2051.707080 2.553E-28 3.119E+00.04500.195 4221.03810.340.014008          0 1 0          0 0 0 18  5 13       17  6 12      344233443231712211    81.0   75.0
 11 2051.747854 1.224E-29 2.681E-05.06310.315 2512.28250.550.003089          0 2 0          0 1 0  8  5  4        9  0  9      4442334432287122 8    81.0   75.0
 11 2051.938480 2.615E-29 1.228E+00.05320.333 4564.03030.57-.007120          0 1 1          0 2 0  8  5  3        8  5  4      4442334432257122 7    81.0   75.0
 11 2051.990640 6.890E-26 6.524E-02.08220.438 2024.15230.67-.007439          0 0 1          0 1 0  5  0  5        5  2  4      554426305984672224    11.0   11.0
 11 2052.088213 7.370E-28 1.481E+00.07250.371 3600.05230.63-.007306          0 1 1          0 2 0  5  0  5        6  0  6      4742234433257122 7    81.0   75.0
 11 2052.133216 3.066E-29 1.434E+01.00760.141 5246.07370.290.000000          0 1 0          0 0 0 23  1 22       22  2 21      3442334432327122 0    81.0   75.0
 11 2052.134735 1.022E-29 1.434E+01.00760.141 5246.07570.290.000000          0 1 0          0 0 0 23  2 22       22  1 21      3442334432327122 0    81.0   75.0
 11 2052.197418 3.720E-28 4.363E-01.09960.456 3221.96110.72-.001181          1 1 0          0 2 0  1  1  1        2  0  2      3742234433257122 7    81.0   75.0
 11 2052.411640 1.359E-26 5.662E-01.05370.326 3141.04570.55-.005619          0 0 1          0 1 0  9  5  5        9  5  4      574426303384672224    81.0   75.0
 11 2052.722920 7.595E-29 1.565E+00.05290.352 4368.63670.61-.007864          0 1 1          0 2 0  7  5  3        7  5  2      4442334432257122 7    81.0   75.0
 11 2052.993767 2.530E-29 1.564E+00.04990.352 4368.54590.61-.006316          0 1 1          0 2 0  7  5  2        7  5  3      4442334432257122 7    81.0   75.0
 11 2053.038158 1.197E-27 8.010E-03.05850.333 2764.69730.57-.006953          0 0 1          0 1 0  9  2  8        8  4  5      474223443330712210    81.0   75.0
 11 2053.053400 5.940E-26 2.261E-02.09990.469 1743.48630.72-.006369          1 0 0          0 1 0  3  1  3        2  2  0      564426305984672224     7.0    5.0
 11 2053.166647 5.111E-27 1.768E-03.09010.459 2042.75330.63-.002049          1 0 0          0 1 0  5  2  3        6  1  6      454426443384672224    81.0   75.0
 11 2053.361663 1.660E-27 4.441E+00.05680.265 3843.40940.44-.006563          0 2 0          0 1 0 13  5  9       12  4  8      4742234433297122 9    81.0   75.0
 11 2053.624785 5.306E-29 1.060E-01.08370.391 3598.51560.67-.008718          0 1 1          0 2 0  5  0  5        5  2  4      4442334432257122 7    81.0   75.0
 11 2053.660394 6.694E-28 9.597E-06.06910.315 1477.29720.55-.006207          0 1 0          0 0 0  8  8  1        9  5  4      574223443328712210    81.0   75.0
 11 2053.762682 5.852E-28 1.116E+00.08710.412 3495.93900.69-.002765          0 1 1          0 2 0  3  2  1        4  2  2      4742234433257122 7    81.0   75.0
 11 2053.864390 3.399E-24 7.948E-01.08280.492 1920.76580.77-.007519          0 0 1          0 1 0  4  0  4        5  0  5      584820305967162423    27.0   33.0
 11 2053.970953 6.961E-28 9.954E-04.07570.371 2398.38160.63-.013455          0 0 1          0 1 0  7  2  6        6  4  3      4742234433287122 8    81.0   75.0
 11 2054.321789 6.638E-29 2.063E+00.05290.371 4197.36040.63-.006892          0 1 1          0 2 0  6  5  2        6  5  1      4442334432257122 7    81.0   75.0
 11 2054.376098 1.993E-28 2.064E+00.05100.371 4197.33840.63-.005674          0 1 1          0 2 0  6  5  1        6  5  2      4442334432257122 7    81.0   75.0
 11 2054.432410 1.030E-24 7.302E-01.08450.458 1922.82900.85-.007389          0 0 1          0 1 0  4  1  4        5  1  5      587721305910162545     9.0   11.0
 11 2054.555350 3.144E-26 1.824E-02.09360.471 1922.90040.69-.005759          1 0 0          0 1 0  5  1  5        4  2  2      574426303384672224    81.0   75.0
 11 2054.620770 8.738E-29 8.015E-02.04150.281 3833.14380.47-.012670          1 0 0          0 1 0 12  5  8       11  6  5      4442334432297122 9    81.0   75.0
 11 2055.132341 3.726E-29 5.090E+00.05550.315 4600.49710.550.000222          0 3 0          0 2 0 10  5  5        9  4  6      3442334432287122 8    81.0   75.0
 11 2055.719923 3.577E-29 5.048E-04.03870.250 2748.09860.41-.009659          0 1 0          0 0 0 12  9  3       13  6  8      344233443231712211    81.0   75.0
 11 2055.784867 4.733E-28 2.842E+00.04500.391 4050.51220.67-.009915          0 1 1          0 2 0  5  5  1        5  5  0      4742234433257122 7    81.0   75.0
 11 2055.796784 1.587E-28 2.858E+00.04320.391 4050.50370.67-.009826          0 1 1          0 2 0  5  5  0        5  5  1      4442334432297122 8    81.0   75.0
 11 2055.855286 1.176E-27 4.882E+00.05330.250 4174.03730.410.003962          0 2 0          0 1 0 14  5 10       13  4  9      4742234433297122 9    81.0   75.0
 11 2055.911290 1.428E-26 6.840E-01.05310.320 2920.13200.57-.004999          0 0 1          0 1 0  8  5  4        8  5  3      574426303384672224    81.0   75.0
 11 2055.977586 2.597E-28 1.107E-05.06560.315 1474.98030.55-.004807          0 1 0          0 0 0  8  8  0        9  5  5      544233443228712210    81.0   75.0
 11 2056.155498 7.859E-27 4.406E-05.05670.300 1327.10960.470.005560          0 1 0          0 0 0 10  5  6       11  0 11      474426443384672224    81.0   75.0
 11 2056.428744 4.876E-28 4.250E-03.06370.352 2569.50790.61-.006056          0 0 1          0 1 0  8  2  7        7  4  4      474223443330712210    81.0   75.0
 11 2056.486109 2.623E-27 9.341E-01.10360.480 3201.91340.73-.007542          1 1 0          0 2 0  1  0  1        1  1  0      3742234433257122 7    81.0   75.0
 11 2056.515980 2.081E-26 5.062E-02.08160.416 2251.69530.67-.005579          1 0 0          0 1 0  6  3  3        5  4  2      574426303384672224    81.0   75.0
 11 2056.628346 3.391E-28 9.188E-02.05200.298 3564.70500.51-.001144          1 0 0          0 1 0 11  5  6       10  6  5      4742234433297122 8    81.0   75.0
 11 2056.737338 7.180E-28 4.278E-01.08680.412 3482.06480.690.000973          1 1 0          0 2 0  3  3  0        4  2  3      4542234433287122 7    81.0   75.0
 11 2057.024690 4.539E-27 5.655E-01.05790.356 3139.47550.55-.001669          0 0 1          0 1 0  9  5  4        9  5  5      474426443384672224    81.0   75.0
 11 2057.070687 3.914E-29 7.852E-02.08380.412 3598.72660.69-.005844          1 1 0          0 2 0  5  2  4        4  3  1      4442634432287122 7    81.0   75.0
 11 2057.340753 2.895E-29 4.405E-02.09110.434 3500.51050.71-.005971          1 1 0          0 2 0  4  2  2        3  3  1      4442634432287122 8    81.0   75.0
 11 2057.411220 3.580E-26 5.710E-01.05520.331 2919.63230.57-.002839          0 0 1          0 1 0  8  5  3        8  5  4      544426305984672224    51.0   51.0
 11 2057.419487 1.800E-25 3.912E+00.05070.337 2880.83260.400.006640          0 1 0          0 0 0 15  5 11       14  4 10      444426445984162224    31.0   29.0
 11 2057.636215 1.200E-27 1.625E-04.03370.265 1774.61530.44-.004312          0 1 0          0 0 0 11  6  6       12  1 11      474223443331712210    81.0   75.0
 11 2058.202088 4.920E-29 2.872E+00.07130.298 4669.73540.510.007857          0 3 0          0 2 0 11  4  7       10  3  8      3442334432287122 8    81.0   75.0
 11 2058.240070 1.947E-25 2.792E-02.09640.566 1819.33510.71-.006569          1 0 0          0 1 0  4  1  4        3  2  1      564626305984162224    27.0   21.0
 11 2058.495010 1.140E-25 7.977E-01.05210.286 2724.16700.61-.004559          0 0 1          0 1 0  7  5  3        7  5  2      564626305984162224    45.0   45.0
 11 2058.634478 3.886E-29 1.152E-01.08040.371 3713.08230.63-.001349          0 1 1          0 2 0  6  1  6        6  1  5      4442334432257122 7    81.0   75.0
