0.35	0.035156794145197984
0.351	0.03522429728253923
0.352	0.03535953243972751
0.353	0.03556296304472643
0.354	0.035835298287817376
0.355	0.03617851113076808
0.356	0.036594610675376206
0.357	0.03708838318891169
0.358	0.03765531838405584
0.359	0.03830194114492251
0.36	0.03903219312000507
0.361	0.03984839315930414
0.362	0.04075820669169749
0.363	0.04176731223654649
0.364	0.04288322354003259
0.365	0.0441147585430598
0.366	0.045472785972832615
0.367	0.046968241969429045
0.368	0.04861735805945723
0.369	0.05043210620364168
0.37	0.0524327010759052
0.371	0.05463625068725261
0.372	0.05706470035899185
0.373	0.059741247832902494
0.374	0.06268944344453066
0.375	0.06593370961046033
0.376	0.06949958204963314
0.377	0.07341192966334231
0.378	0.07769011698625475
0.379	0.08236258516671202
0.38	0.08744497368802769
0.381	0.09295192021889118
0.382	0.0988929323823747
0.383	0.10527178856862324
0.384	0.11208574411905439
0.385	0.11932426573405838
0.386	0.12697004919950852
0.387	0.1349976613318596
0.388	0.14337439434816546
0.389	0.15206078034264034
0.39	0.16101096242853907
0.391	0.1701744293323686
0.392	0.1794968847701425
0.393	0.18892206630514236
0.394	0.19839218172805506
0.395	0.20785082244852965
0.396	0.217243446420549
0.397	0.22651887925036943
0.398	0.2356303229590334
0.399	0.24453617567264674
0.4	0.25320059706152176
0.401	0.26159426676320097
0.402	0.2696936256230292
0.403	0.27748049870033087
0.404	0.2849437754798314
0.405	0.2920787370438965
0.406	0.2988826471231793
0.407	0.3053593738568047
0.408	0.311518442433448
0.409	0.31737019078838147
0.41	0.3229289810840724
0.411	0.3282116129107286
0.412	0.3332346068871839
0.413	0.33802117481131916
0.414	0.34259042487746494
0.415	0.34696299972713973
0.416	0.351159098128879
0.417	0.35519798048121254
0.418	0.3590975518768867
0.419	0.3628740471749243
0.42	0.36654183854097533
0.421	0.37011337825420515
0.422	0.3735992798024682
0.423	0.37700852847667143
0.424	0.38034880106421803
0.425	0.38362801722476736
0.426	0.38685072524207476
0.427	0.3900240270163592
0.428	0.3931546401573598
0.429	0.39624998487456986
0.43	0.3993183895960592
0.431	0.4023691633890287
0.432	0.40541252631196395
0.433	0.40845918830079353
0.434	0.4115206632933067
0.435	0.41460818016647405
0.436	0.4177316500250081
0.437	0.4208978567055827
0.438	0.424117606651236
0.439	0.4274011978454521
0.44	0.4307467441842562
0.441	0.43415444826012495
0.442	0.4376230643989617
0.443	0.44114388366373103
0.444	0.44470863522597165
0.445	0.448304948091477
0.446	0.45191901209536717
0.447	0.4555305853238348
0.448	0.4591218054643394
0.449	0.46266923549515193
0.45	0.46615391926386707
0.451	0.4695497097153285
0.452	0.47283569135827214
0.453	0.47598983323802013
0.454	0.47898736026562766
