Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Difuse_horiz-circumsolar Global_tilt_reflectd_rad Upward_reflctd_radiation
.5380E+03 .1873E+01 .1439E+01 .2002E+00 .1353E+01 .1153E+01 .4512E+00 .2972E+00 .7484E+00 .2002E+00 .1964E+00 .3795E+00
.5390E+03 .1857E+01 .1429E+01 .1977E+00 .1342E+01 .1144E+01 .4478E+00 .2951E+00 .7429E+00 .1977E+00 .1955E+00 .3777E+00
.5400E+03 .1782E+01 .1370E+01 .1884E+00 .1286E+01 .1097E+01 .4294E+00 .2829E+00 .7123E+00 .1884E+00 .1879E+00 .3631E+00
.5410E+03 .1799E+01 .1379E+01 .1883E+00 .1293E+01 .1105E+01 .4323E+00 .2845E+00 .7167E+00 .1883E+00 .1895E+00 .3662E+00
.5420E+03 .1858E+01 .1424E+01 .1933E+00 .1334E+01 .1141E+01 .4464E+00 .2936E+00 .7400E+00 .1933E+00 .1960E+00 .3789E+00
.5430E+03 .1834E+01 .1412E+01 .1911E+00 .1322E+01 .1131E+01 .4427E+00 .2914E+00 .7341E+00 .1911E+00 .1948E+00 .3766E+00
.5440E+03 .1870E+01 .1437E+01 .1930E+00 .1344E+01 .1151E+01 .4504E+00 .2961E+00 .7465E+00 .1930E+00 .1985E+00 .3839E+00
.5450E+03 .1863E+01 .1434E+01 .1917E+00 .1340E+01 .1148E+01 .4495E+00 .2955E+00 .7449E+00 .1917E+00 .1985E+00 .3839E+00
.5460E+03 .1876E+01 .1439E+01 .1910E+00 .1344E+01 .1153E+01 .4511E+00 .2962E+00 .7474E+00 .1910E+00 .1996E+00 .3860E+00
.5470E+03 .1871E+01 .1440E+01 .1904E+00 .1344E+01 .1154E+01 .4515E+00 .2966E+00 .7481E+00 .1904E+00 .2002E+00 .3871E+00
.5480E+03 .1846E+01 .1425E+01 .1874E+00 .1328E+01 .1141E+01 .4465E+00 .2933E+00 .7399E+00 .1874E+00 .1984E+00 .3837E+00
.5490E+03 .1850E+01 .1431E+01 .1873E+00 .1333E+01 .1146E+01 .4484E+00 .2946E+00 .7430E+00 .1873E+00 .1996E+00 .3861E+00
.5500E+03 .1872E+01 .1449E+01 .1889E+00 .1350E+01 .1161E+01 .4543E+00 .2984E+00 .7527E+00 .1889E+00 .2026E+00 .3919E+00
.5510E+03 .1848E+01 .1433E+01 .1858E+00 .1334E+01 .1148E+01 .4492E+00 .2951E+00 .7443E+00 .1858E+00 .2007E+00 .3883E+00
.5520E+03 .1861E+01 .1444E+01 .1864E+00 .1343E+01 .1157E+01 .4528E+00 .2974E+00 .7501E+00 .1864E+00 .2027E+00 .3922E+00
.5530E+03 .1829E+01 .1420E+01 .1822E+00 .1319E+01 .1137E+01 .4451E+00 .2922E+00 .7373E+00 .1822E+00 .1996E+00 .3863E+00
.5540E+03 .1873E+01 .1455E+01 .1857E+00 .1351E+01 .1165E+01 .4561E+00 .2994E+00 .7554E+00 .1857E+00 .2049E+00 .3966E+00
.5550E+03 .1878E+01 .1459E+01 .1852E+00 .1354E+01 .1168E+01 .4573E+00 .3001E+00 .7574E+00 .1852E+00 .2059E+00 .3985E+00
.5560E+03 .1854E+01 .1441E+01 .1819E+00 .1336E+01 .1154E+01 .4516E+00 .2963E+00 .7479E+00 .1819E+00 .2037E+00 .3943E+00
.5570E+03 .1798E+01 .1397E+01 .1755E+00 .1295E+01 .1119E+01 .4380E+00 .2873E+00 .7254E+00 .1755E+00 .1979E+00 .3832E+00
.5580E+03 .1788E+01 .1388E+01 .1734E+00 .1285E+01 .1112E+01 .4352E+00 .2854E+00 .7206E+00 .1734E+00 .1970E+00 .3814E+00
.5590E+03 .1757E+01 .1364E+01 .1694E+00 .1262E+01 .1093E+01 .4276E+00 .2803E+00 .7078E+00 .1694E+00 .1939E+00 .3755E+00
.5600E+03 .1781E+01 .1383E+01 .1708E+00 .1278E+01 .1108E+01 .4335E+00 .2841E+00 .7176E+00 .1708E+00 .1970E+00 .3814E+00
.5610E+03 .1806E+01 .1403E+01 .1724E+00 .1296E+01 .1124E+01 .4398E+00 .2881E+00 .7279E+00 .1724E+00 .2001E+00 .3876E+00
.5620E+03 .1796E+01 .1395E+01 .1704E+00 .1288E+01 .1117E+01 .4372E+00 .2863E+00 .7236E+00 .1704E+00 .1993E+00 .3859E+00
.5630E+03 .1849E+01 .1435E+01 .1744E+00 .1324E+01 .1150E+01 .4499E+00 .2945E+00 .7444E+00 .1744E+00 .2053E+00 .3978E+00
.5640E+03 .1802E+01 .1398E+01 .1689E+00 .1289E+01 .1120E+01 .4382E+00 .2867E+00 .7250E+00 .1689E+00 .2003E+00 .3881E+00
.5650E+03 .1789E+01 .1388E+01 .1667E+00 .1278E+01 .1112E+01 .4350E+00 .2845E+00 .7195E+00 .1667E+00 .1991E+00 .3858E+00
.5660E+03 .1766E+01 .1369E+01 .1635E+00 .1260E+01 .1096E+01 .4291E+00 .2805E+00 .7095E+00 .1635E+00 .1967E+00 .3811E+00
.5670E+03 .1803E+01 .1396E+01 .1658E+00 .1284E+01 .1118E+01 .4376E+00 .2859E+00 .7236E+00 .1658E+00 .2009E+00 .3894E+00
.5680E+03 .1797E+01 .1384E+01 .1632E+00 .1272E+01 .1109E+01 .4339E+00 .2831E+00 .7170E+00 .1632E+00 .1994E+00 .3866E+00
.5690E+03 .1776E+01 .1349E+01 .1572E+00 .1238E+01 .1081E+01 .4229E+00 .2751E+00 .6980E+00 .1572E+00 .1945E+00 .3771E+00
.5700E+03 .1772E+01 .1353E+01 .1572E+00 .1241E+01 .1084E+01 .4241E+00 .2761E+00 .7003E+00 .1572E+00 .1954E+00 .3790E+00
.5710E+03 .1755E+01 .1350E+01 .1565E+00 .1238E+01 .1081E+01 .4232E+00 .2758E+00 .6990E+00 .1565E+00 .1953E+00 .3788E+00
.5720E+03 .1811E+01 .1383E+01 .1589E+00 .1266E+01 .1107E+01 .4334E+00 .2820E+00 .7154E+00 .1589E+00 .2003E+00 .3885E+00
.5730E+03 .1833E+01 .1400E+01 .1601E+00 .1281E+01 .1121E+01 .4388E+00 .2854E+00 .7242E+00 .1601E+00 .2031E+00 .3940E+00
.5740E+03 .1830E+01 .1398E+01 .1590E+00 .1278E+01 .1119E+01 .4381E+00 .2849E+00 .7230E+00 .1590E+00 .2030E+00 .3940E+00
.5750E+03 .1800E+01 .1373E+01 .1553E+00 .1255E+01 .1100E+01 .4304E+00 .2798E+00 .7102E+00 .1553E+00 .1998E+00 .3877E+00
.5760E+03 .1784E+01 .1362E+01 .1534E+00 .1244E+01 .1091E+01 .4270E+00 .2776E+00 .7045E+00 .1534E+00 .1985E+00 .3852E+00
.5770E+03 .1801E+01 .1378E+01 .1544E+00 .1258E+01 .1103E+01 .4318E+00 .2807E+00 .7125E+00 .1544E+00 .2011E+00 .3903E+00
.5780E+03 .1769E+01 .1358E+01 .1517E+00 .1240E+01 .1088E+01 .4257E+00 .2769E+00 .7026E+00 .1517E+00 .1986E+00 .3855E+00
.5790E+03 .1767E+01 .1363E+01 .1518E+00 .1244E+01 .1092E+01 .4273E+00 .2781E+00 .7054E+00 .1518E+00 .1997E+00 .3876E+00
.5800E+03 .1787E+01 .1386E+01 .1540E+00 .1264E+01 .1110E+01 .4345E+00 .2831E+00 .7176E+00 .1540E+00 .2034E+00 .3949E+00
.5810E+03 .1786E+01 .1392E+01 .1542E+00 .1269E+01 .1115E+01 .4362E+00 .2843E+00 .7206E+00 .1542E+00 .2046E+00 .3971E+00
.5820E+03 .1810E+01 .1416E+01 .1564E+00 .1291E+01 .1135E+01 .4440E+00 .2895E+00 .7335E+00 .1564E+00 .2086E+00 .4049E+00
.5830E+03 .1807E+01 .1419E+01 .1562E+00 .1293E+01 .1137E+01 .4449E+00 .2902E+00 .7350E+00 .1562E+00 .2093E+00 .4063E+00
.5840E+03 .1818E+01 .1430E+01 .1568E+00 .1303E+01 .1146E+01 .4484E+00 .2925E+00 .7409E+00 .1568E+00 .2113E+00 .4102E+00
.5850E+03 .1771E+01 .1395E+01 .1523E+00 .1270E+01 .1118E+01 .4373E+00 .2853E+00 .7227E+00 .1523E+00 .2064E+00 .4007E+00
.5860E+03 .1734E+01 .1365E+01 .1482E+00 .1242E+01 .1093E+01 .4279E+00 .2791E+00 .7070E+00 .1482E+00 .2022E+00 .3927E+00
.5870E+03 .1779E+01 .1392E+01 .1500E+00 .1265E+01 .1115E+01 .4365E+00 .2843E+00 .7208E+00 .1500E+00 .2064E+00 .4010E+00
.5880E+03 .1762E+01 .1349E+01 .1432E+00 .1224E+01 .1081E+01 .4230E+00 .2744E+00 .6974E+00 .1432E+00 .2001E+00 .3888E+00
.5890E+03 .1618E+01 .1184E+01 .1228E+00 .1071E+01 .9486E+00 .3712E+00 .2393E+00 .6105E+00 .1228E+00 .1754E+00 .3413E+00
.5900E+03 .1686E+01 .1239E+01 .1280E+00 .1120E+01 .9923E+00 .3883E+00 .2504E+00 .6387E+00 .1280E+00 .1838E+00 .3575E+00
.5910E+03 .1751E+01 .1317E+01 .1367E+00 .1192E+01 .1055E+01 .4129E+00 .2671E+00 .6800E+00 .1367E+00 .1959E+00 .3811E+00
.5920E+03 .1749E+01 .1300E+01 .1337E+00 .1175E+01 .1041E+01 .4074E+00 .2631E+00 .6705E+00 .1337E+00 .1935E+00 .3764E+00
.5930E+03 .1753E+01 .1326E+01 .1369E+00 .1199E+01 .1062E+01 .4157E+00 .2692E+00 .6850E+00 .1369E+00 .1979E+00 .3849E+00
.5940E+03 .1750E+01 .1318E+01 .1350E+00 .1190E+01 .1055E+01 .4130E+00 .2672E+00 .6802E+00 .1350E+00 .1968E+00 .3829E+00
.5950E+03 .1722E+01 .1283E+01 .1301E+00 .1157E+01 .1027E+01 .4020E+00 .2596E+00 .6616E+00 .1301E+00 .1917E+00 .3731E+00
.5960E+03 .1748E+01 .1343E+01 .1374E+00 .1213E+01 .1076E+01 .4210E+00 .2731E+00 .6941E+00 .1374E+00 .2014E+00 .3917E+00
.5970E+03 .1736E+01 .1330E+01 .1351E+00 .1200E+01 .1065E+01 .4168E+00 .2702E+00 .6870E+00 .1351E+00 .1996E+00 .3883E+00
.5980E+03 .1721E+01 .1329E+01 .1350E+00 .1200E+01 .1065E+01 .4167E+00 .2705E+00 .6873E+00 .1350E+00 .1999E+00 .3889E+00
.5990E+03 .1716E+01 .1334E+01 .1352E+00 .1204E+01 .1069E+01 .4183E+00 .2718E+00 .6901E+00 .1352E+00 .2010E+00 .3910E+00
.6000E+03 .1707E+01 .1341E+01 .1358E+00 .1210E+01 .1074E+01 .4204E+00 .2736E+00 .6939E+00 .1358E+00 .2024E+00 .3937E+00
.6010E+03 .1685E+01 .1333E+01 .1349E+00 .1203E+01 .1068E+01 .4180E+00 .2725E+00 .6905E+00 .1349E+00 .2018E+00 .3924E+00
.6020E+03 .1673E+01 .1325E+01 .1335E+00 .1195E+01 .1061E+01 .4154E+00 .2710E+00 .6864E+00 .1335E+00 .2010E+00 .3909E+00
.6030E+03 .1697E+01 .1348E+01 .1354E+00 .1215E+01 .1080E+01 .4225E+00 .2759E+00 .6985E+00 .1354E+00 .2049E+00 .3985E+00
.6040E+03 .1724E+01 .1370E+01 .1370E+00 .1235E+01 .1098E+01 .4296E+00 .2807E+00 .7103E+00 .1370E+00 .2088E+00 .4061E+00
.6050E+03 .1713E+01 .1364E+01 .1359E+00 .1229E+01 .1093E+01 .4277E+00 .2798E+00 .7074E+00 .1359E+00 .2083E+00 .4052E+00
.6060E+03 .1702E+01 .1360E+01 .1351E+00 .1224E+01 .1089E+01 .4262E+00 .2791E+00 .7054E+00 .1351E+00 .2081E+00 .4048E+00
.6070E+03 .1715E+01 .1374E+01 .1361E+00 .1237E+01 .1101E+01 .4307E+00 .2824E+00 .7131E+00 .1361E+00 .2108E+00 .4101E+00
.6080E+03 .1692E+01 .1359E+01 .1342E+00 .1223E+01 .1089E+01 .4261E+00 .2797E+00 .7058E+00 .1342E+00 .2090E+00 .4066E+00
.6090E+03 .1692E+01 .1362E+01 .1339E+00 .1225E+01 .1091E+01 .4269E+00 .2804E+00 .7074E+00 .1339E+00 .2099E+00 .4083E+00
.6100E+03 .1676E+01 .1351E+01 .1323E+00 .1215E+01 .1082E+01 .4235E+00 .2784E+00 .7019E+00 .1323E+00 .2086E+00 .4060E+00
.6110E+03 .1683E+01 .1359E+01 .1326E+00 .1221E+01 .1088E+01 .4259E+00 .2803E+00 .7062E+00 .1326E+00 .2103E+00 .4092E+00
.6120E+03 .1676E+01 .1355E+01 .1317E+00 .1217E+01 .1085E+01 .4246E+00 .2796E+00 .7042E+00 .1317E+00 .2101E+00 .4088E+00
.6130E+03 .1654E+01 .1337E+01 .1295E+00 .1201E+01 .1071E+01 .4192E+00 .2763E+00 .6955E+00 .1295E+00 .2079E+00 .4046E+00
.6140E+03 .1628E+01 .1319E+01 .1272E+00 .1183E+01 .1056E+01 .4134E+00 .2727E+00 .6861E+00 .1272E+00 .2054E+00 .3998E+00
.6150E+03 .1661E+01 .1348E+01 .1295E+00 .1209E+01 .1079E+01 .4224E+00 .2789E+00 .7013E+00 .1295E+00 .2104E+00 .4095E+00
.6160E+03 .1604E+01 .1303E+01 .1248E+00 .1169E+01 .1044E+01 .4085E+00 .2700E+00 .6785E+00 .1248E+00 .2039E+00 .3969E+00
.6170E+03 .1599E+01 .1301E+01 .1241E+00 .1166E+01 .1042E+01 .4077E+00 .2697E+00 .6773E+00 .1241E+00 .2039E+00 .3970E+00
.6180E+03 .1659E+01 .1350E+01 .1283E+00 .1210E+01 .1082E+01 .4233E+00 .2802E+00 .7034E+00 .1283E+00 .2122E+00 .4131E+00
.6190E+03 .1641E+01 .1337E+01 .1265E+00 .1197E+01 .1071E+01 .4190E+00 .2776E+00 .6966E+00 .1265E+00 .2105E+00 .4098E+00
.6200E+03 .1652E+01 .1345E+01 .1267E+00 .1204E+01 .1077E+01 .4215E+00 .2794E+00 .7010E+00 .1267E+00 .2122E+00 .4132E+00
.6210E+03 .1657E+01 .1346E+01 .1260E+00 .1204E+01 .1078E+01 .4218E+00 .2795E+00 .7012E+00 .1260E+00 .2125E+00 .4139E+00
.6220E+03 .1641E+01 .1322E+01 .1228E+00 .1182E+01 .1059E+01 .4145E+00 .2744E+00 .6889E+00 .1228E+00 .2090E+00 .4072E+00
.6230E+03 .1619E+01 .1295E+01 .1194E+00 .1157E+01 .1038E+01 .4060E+00 .2684E+00 .6745E+00 .1194E+00 .2049E+00 .3993E+00
.6240E+03 .1589E+01 .1277E+01 .1174E+00 .1140E+01 .1023E+01 .4002E+00 .2648E+00 .6650E+00 .1174E+00 .2023E+00 .3942E+00
.6250E+03 .1585E+01 .1281E+01 .1176E+00 .1144E+01 .1026E+01 .4016E+00 .2660E+00 .6676E+00 .1176E+00 .2033E+00 .3961E+00
.6260E+03 .1610E+01 .1302E+01 .1190E+00 .1162E+01 .1043E+01 .4080E+00 .2702E+00 .6783E+00 .1190E+00 .2068E+00 .4030E+00
.6270E+03 .1636E+01 .1316E+01 .1195E+00 .1174E+01 .1054E+01 .4126E+00 .2731E+00 .6857E+00 .1195E+00 .2093E+00 .4080E+00
.6280E+03 .1634E+01 .1253E+01 .1108E+00 .1115E+01 .1004E+01 .3929E+00 .2582E+00 .6511E+00 .1108E+00 .1990E+00 .3883E+00
.6290E+03 .1634E+01 .1295E+01 .1157E+00 .1153E+01 .1037E+01 .4058E+00 .2680E+00 .6739E+00 .1157E+00 .2062E+00 .4021E+00
.6300E+03 .1600E+01 .1271E+01 .1132E+00 .1131E+01 .1018E+01 .3983E+00 .2631E+00 .6614E+00 .1132E+00 .2026E+00 .3952E+00
.6310E+03 .1601E+01 .1294E+01 .1157E+00 .1152E+01 .1036E+01 .4056E+00 .2687E+00 .6743E+00 .1157E+00 .2068E+00 .4033E+00
.6320E+03 .1576E+01 .1274E+01 .1134E+00 .1134E+01 .1020E+01 .3994E+00 .2646E+00 .6640E+00 .1134E+00 .2039E+00 .3976E+00
.6330E+03 .1610E+01 .1314E+01 .1170E+00 .1170E+01 .1053E+01 .4119E+00 .2733E+00 .6853E+00 .1170E+00 .2106E+00 .4107E+00
.6340E+03 .1583E+01 .1301E+01 .1157E+00 .1158E+01 .1042E+01 .4079E+00 .2709E+00 .6788E+00 .1157E+00 .2089E+00 .4073E+00
.6350E+03 .1603E+01 .1320E+01 .1170E+00 .1174E+01 .1057E+01 .4138E+00 .2750E+00 .6887E+00 .1170E+00 .2122E+00 .4138E+00
.6360E+03 .1575E+01 .1301E+01 .1150E+00 .1157E+01 .1042E+01 .4079E+00 .2712E+00 .6791E+00 .1150E+00 .2095E+00 .4085E+00
.6370E+03 .1597E+01 .1321E+01 .1163E+00 .1174E+01 .1058E+01 .4141E+00 .2754E+00 .6895E+00 .1163E+00 .2129E+00 .4152E+00
.6380E+03 .1605E+01 .1334E+01 .1172E+00 .1185E+01 .1068E+01 .4180E+00 .2783E+00 .6963E+00 .1172E+00 .2153E+00 .4198E+00
.6390E+03 .1583E+01 .1319E+01 .1155E+00 .1172E+01 .1056E+01 .4134E+00 .2753E+00 .6887E+00 .1155E+00 .2131E+00 .4157E+00
.6400E+03 .1563E+01 .1306E+01 .1141E+00 .1160E+01 .1046E+01 .4095E+00 .2729E+00 .6823E+00 .1141E+00 .2114E+00 .4124E+00
.6410E+03 .1560E+01 .1305E+01 .1137E+00 .1159E+01 .1046E+01 .4092E+00 .2728E+00 .6820E+00 .1137E+00 .2115E+00 .4126E+00
.6420E+03 .1549E+01 .1299E+01 .1128E+00 .1154E+01 .1041E+01 .4073E+00 .2717E+00 .6790E+00 .1128E+00 .2109E+00 .4113E+00
.6430E+03 .1569E+01 .1316E+01 .1137E+00 .1168E+01 .1054E+01 .4124E+00 .2751E+00 .6876E+00 .1137E+00 .2138E+00 .4170E+00
.6440E+03 .1561E+01 .1311E+01 .1130E+00 .1163E+01 .1050E+01 .4111E+00 .2744E+00 .6854E+00 .1130E+00 .2133E+00 .4163E+00
.6450E+03 .1565E+01 .1312E+01 .1124E+00 .1164E+01 .1051E+01 .4113E+00 .2745E+00 .6858E+00 .1124E+00 .2137E+00 .4170E+00
.6460E+03 .1542E+01 .1277E+01 .1083E+00 .1131E+01 .1022E+01 .4002E+00 .2666E+00 .6667E+00 .1083E+00 .2080E+00 .4060E+00
.6470E+03 .1550E+01 .1255E+01 .1051E+00 .1110E+01 .1005E+01 .3935E+00 .2614E+00 .6549E+00 .1051E+00 .2046E+00 .3995E+00
.6480E+03 .1563E+01 .1253E+01 .1041E+00 .1107E+01 .1003E+01 .3926E+00 .2607E+00 .6533E+00 .1041E+00 .2043E+00 .3991E+00
.6490E+03 .1533E+01 .1230E+01 .1019E+00 .1087E+01 .9855E+00 .3857E+00 .2562E+00 .6419E+00 .1019E+00 .2010E+00 .3926E+00
.6500E+03 .1503E+01 .1245E+01 .1041E+00 .1101E+01 .9971E+00 .3902E+00 .2603E+00 .6505E+00 .1041E+00 .2038E+00 .3980E+00
.6510E+03 .1559E+01 .1301E+01 .1085E+00 .1150E+01 .1042E+01 .4077E+00 .2722E+00 .6798E+00 .1085E+00 .2133E+00 .4165E+00
.6520E+03 .1541E+01 .1232E+01 .1008E+00 .1088E+01 .9872E+00 .3863E+00 .2567E+00 .6431E+00 .1008E+00 .2020E+00 .3948E+00
.6530E+03 .1539E+01 .1283E+01 .1062E+00 .1133E+01 .1027E+01 .4020E+00 .2686E+00 .6706E+00 .1062E+00 .2108E+00 .4118E+00
.6540E+03 .1516E+01 .1269E+01 .1048E+00 .1121E+01 .1017E+01 .3978E+00 .2659E+00 .6637E+00 .1048E+00 .2089E+00 .4080E+00
.6550E+03 .1483E+01 .1217E+01 .9933E-01 .1074E+01 .9744E+00 .3814E+00 .2544E+00 .6358E+00 .9933E-01 .2004E+00 .3915E+00
.6560E+03 .1298E+01 .1080E+01 .8820E-01 .9530E+00 .8648E+00 .3384E+00 .2262E+00 .5646E+00 .8820E-01 .1781E+00 .3480E+00
.6570E+03 .1333E+01 .1107E+01 .9007E-01 .9769E+00 .8868E+00 .3471E+00 .2320E+00 .5790E+00 .9007E-01 .1829E+00 .3573E+00
.6580E+03 .1483E+01 .1243E+01 .1011E+00 .1097E+01 .9957E+00 .3897E+00 .2608E+00 .6505E+00 .1011E+00 .2057E+00 .4018E+00
.6590E+03 .1487E+01 .1251E+01 .1015E+00 .1104E+01 .1002E+01 .3922E+00 .2627E+00 .6549E+00 .1015E+00 .2073E+00 .4050E+00
.6600E+03 .1491E+01 .1252E+01 .1010E+00 .1104E+01 .1003E+01 .3924E+00 .2628E+00 .6552E+00 .1010E+00 .2076E+00 .4057E+00
.6610E+03 .1501E+01 .1255E+01 .1007E+00 .1106E+01 .1005E+01 .3934E+00 .2635E+00 .6569E+00 .1007E+00 .2084E+00 .4073E+00
.6620E+03 .1510E+01 .1254E+01 .9990E-01 .1104E+01 .1005E+01 .3931E+00 .2632E+00 .6563E+00 .9990E-01 .2085E+00 .4076E+00
.6630E+03 .1478E+01 .1234E+01 .9812E-01 .1086E+01 .9880E+00 .3867E+00 .2592E+00 .6459E+00 .9812E-01 .2055E+00 .4017E+00
.6640E+03 .1486E+01 .1255E+01 .1000E+00 .1105E+01 .1005E+01 .3934E+00 .2644E+00 .6578E+00 .1000E+00 .2095E+00 .4095E+00
.6650E+03 .1480E+01 .1260E+01 .1004E+00 .1109E+01 .1009E+01 .3949E+00 .2658E+00 .6607E+00 .1004E+00 .2107E+00 .4118E+00
.6660E+03 .1478E+01 .1265E+01 .1007E+00 .1114E+01 .1014E+01 .3967E+00 .2674E+00 .6640E+00 .1007E+00 .2121E+00 .4145E+00
.6670E+03 .1473E+01 .1267E+01 .1007E+00 .1115E+01 .1015E+01 .3971E+00 .2680E+00 .6651E+00 .1007E+00 .2127E+00 .4157E+00
.6680E+03 .1470E+01 .1269E+01 .1006E+00 .1117E+01 .1016E+01 .3977E+00 .2687E+00 .6664E+00 .1006E+00 .2134E+00 .4171E+00
.6690E+03 .1491E+01 .1289E+01 .1019E+00 .1134E+01 .1032E+01 .4040E+00 .2732E+00 .6771E+00 .1019E+00 .2171E+00 .4244E+00
.6700E+03 .1483E+01 .1284E+01 .1012E+00 .1129E+01 .1028E+01 .4024E+00 .2724E+00 .6748E+00 .1012E+00 .2167E+00 .4235E+00
.6710E+03 .1481E+01 .1284E+01 .1008E+00 .1129E+01 .1028E+01 .4024E+00 .2725E+00 .6749E+00 .1008E+00 .2170E+00 .4241E+00
.6720E+03 .1467E+01 .1273E+01 .9966E-01 .1119E+01 .1020E+01 .3990E+00 .2705E+00 .6695E+00 .9966E-01 .2155E+00 .4213E+00
.6730E+03 .1488E+01 .1292E+01 .1008E+00 .1136E+01 .1035E+01 .4050E+00 .2748E+00 .6798E+00 .1008E+00 .2192E+00 .4284E+00
.6740E+03 .1481E+01 .1288E+01 .1002E+00 .1131E+01 .1031E+01 .4036E+00 .2740E+00 .6776E+00 .1002E+00 .2187E+00 .4276E+00
.6750E+03 .1466E+01 .1276E+01 .9893E-01 .1121E+01 .1022E+01 .3999E+00 .2718E+00 .6717E+00 .9893E-01 .2171E+00 .4245E+00
.6760E+03 .1475E+01 .1285E+01 .9927E-01 .1128E+01 .1029E+01 .4027E+00 .2738E+00 .6765E+00 .9927E-01 .2189E+00 .4281E+00
.6770E+03 .1459E+01 .1272E+01 .9795E-01 .1117E+01 .1019E+01 .3986E+00 .2713E+00 .6699E+00 .9795E-01 .2171E+00 .4245E+00
.6780E+03 .1462E+01 .1275E+01 .9786E-01 .1119E+01 .1021E+01 .3996E+00 .2722E+00 .6718E+00 .9786E-01 .2180E+00 .4263E+00
.6790E+03 .1438E+01 .1254E+01 .9596E-01 .1101E+01 .1005E+01 .3932E+00 .2680E+00 .6612E+00 .9596E-01 .2148E+00 .4201E+00
.6800E+03 .1448E+01 .1265E+01 .9643E-01 .1109E+01 .1013E+01 .3964E+00 .2704E+00 .6669E+00 .9643E-01 .2170E+00 .4243E+00
.6810E+03 .1439E+01 .1257E+01 .9551E-01 .1102E+01 .1007E+01 .3939E+00 .2690E+00 .6630E+00 .9551E-01 .2160E+00 .4225E+00
.6820E+03 .1437E+01 .1256E+01 .9511E-01 .1101E+01 .1006E+01 .3936E+00 .2691E+00 .6627E+00 .9511E-01 .2163E+00 .4230E+00
.6830E+03 .1434E+01 .1254E+01 .9463E-01 .1099E+01 .1004E+01 .3929E+00 .2689E+00 .6619E+00 .9463E-01 .2163E+00 .4231E+00
.6840E+03 .1427E+01 .1247E+01 .9383E-01 .1093E+01 .9991E+00 .3910E+00 .2679E+00 .6589E+00 .9383E-01 .2157E+00 .4219E+00
.6850E+03 .1438E+01 .1259E+01 .9441E-01 .1103E+01 .1008E+01 .3945E+00 .2707E+00 .6652E+00 .9441E-01 .2181E+00 .4266E+00
.6860E+03 .1431E+01 .1252E+01 .9350E-01 .1096E+01 .1002E+01 .3923E+00 .2694E+00 .6617E+00 .9350E-01 .2173E+00 .4250E+00
.6870E+03 .1448E+01 .9517E+00 .6200E-01 .8243E+00 .7623E+00 .2983E+00 .1981E+00 .4964E+00 .6200E-01 .1635E+00 .3213E+00
.6880E+03 .1432E+01 .1057E+01 .7246E-01 .9193E+00 .8468E+00 .3314E+00 .2233E+00 .5547E+00 .7246E-01 .1829E+00 .3588E+00
.6890E+03 .1429E+01 .1059E+01 .7246E-01 .9207E+00 .8483E+00 .3320E+00 .2241E+00 .5560E+00 .7246E-01 .1836E+00 .3601E+00
.6900E+03 .1419E+01 .1091E+01 .7571E-01 .9498E+00 .8741E+00 .3421E+00 .2322E+00 .5743E+00 .7571E-01 .1899E+00 .3723E+00
.6910E+03 .1408E+01 .1125E+01 .7914E-01 .9800E+00 .9008E+00 .3525E+00 .2406E+00 .5932E+00 .7914E-01 .1964E+00 .3848E+00
.6920E+03 .1395E+01 .1139E+01 .8072E-01 .9930E+00 .9123E+00 .3570E+00 .2447E+00 .6017E+00 .8072E-01 .1995E+00 .3908E+00
.6930E+03 .1397E+01 .1103E+01 .7699E-01 .9607E+00 .8837E+00 .3458E+00 .2365E+00 .5823E+00 .7699E-01 .1934E+00 .3790E+00
.6940E+03 .1401E+01 .1078E+01 .7462E-01 .9379E+00 .8633E+00 .3378E+00 .2310E+00 .5689E+00 .7462E-01 .1892E+00 .3710E+00
.6950E+03 .1401E+01 .1126E+01 .7914E-01 .9814E+00 .9022E+00 .3531E+00 .2429E+00 .5959E+00 .7914E-01 .1984E+00 .3889E+00
.6960E+03 .1413E+01 .1127E+01 .7893E-01 .9819E+00 .9029E+00 .3534E+00 .2433E+00 .5967E+00 .7893E-01 .1990E+00 .3900E+00
.6970E+03 .1407E+01 .1210E+01 .8650E-01 .1056E+01 .9695E+00 .3794E+00 .2632E+00 .6426E+00 .8650E-01 .2146E+00 .4201E+00
.6980E+03 .1388E+01 .1191E+01 .8475E-01 .1039E+01 .9539E+00 .3733E+00 .2591E+00 .6324E+00 .8475E-01 .2115E+00 .4141E+00
.6990E+03 .1406E+01 .1152E+01 .8040E-01 .1003E+01 .9230E+00 .3612E+00 .2500E+00 .6112E+00 .8040E-01 .2047E+00 .4012E+00
.7000E+03 .1389E+01 .1138E+01 .7904E-01 .9903E+00 .9112E+00 .3566E+00 .2470E+00 .6036E+00 .7904E-01 .2025E+00 .3968E+00
.7010E+03 .1386E+01 .1122E+01 .7723E-01 .9760E+00 .8988E+00 .3518E+00 .2439E+00 .5957E+00 .7723E-01 .2004E+00 .3928E+00
