Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Difuse_horiz-circumsolar Global_tilt_reflectd_rad Upward_reflctd_radiation
.7020E+03 .1378E+01 .1134E+01 .7836E-01 .9868E+00 .9084E+00 .3555E+00 .2477E+00 .6032E+00 .7836E-01 .2035E+00 .3987E+00
.7030E+03 .1384E+01 .1137E+01 .7842E-01 .9890E+00 .9106E+00 .3564E+00 .2490E+00 .6054E+00 .7842E-01 .2048E+00 .4012E+00
.7040E+03 .1397E+01 .1180E+01 .8198E-01 .1027E+01 .9449E+00 .3698E+00 .2598E+00 .6296E+00 .8198E-01 .2135E+00 .4182E+00
.7050E+03 .1399E+01 .1178E+01 .8139E-01 .1025E+01 .9432E+00 .3691E+00 .2599E+00 .6290E+00 .8139E-01 .2139E+00 .4190E+00
.7060E+03 .1386E+01 .1181E+01 .8180E-01 .1028E+01 .9460E+00 .3702E+00 .2618E+00 .6320E+00 .8180E-01 .2155E+00 .4220E+00
.7070E+03 .1383E+01 .1182E+01 .8169E-01 .1028E+01 .9464E+00 .3704E+00 .2627E+00 .6331E+00 .8169E-01 .2164E+00 .4239E+00
.7080E+03 .1386E+01 .1185E+01 .8168E-01 .1031E+01 .9491E+00 .3714E+00 .2642E+00 .6356E+00 .8168E-01 .2179E+00 .4267E+00
.7090E+03 .1372E+01 .1192E+01 .8250E-01 .1037E+01 .9546E+00 .3736E+00 .2669E+00 .6405E+00 .8250E-01 .2201E+00 .4310E+00
.7100E+03 .1379E+01 .1189E+01 .8179E-01 .1034E+01 .9524E+00 .3727E+00 .2668E+00 .6395E+00 .8179E-01 .2203E+00 .4315E+00
.7110E+03 .1372E+01 .1190E+01 .8181E-01 .1035E+01 .9528E+00 .3729E+00 .2678E+00 .6407E+00 .8181E-01 .2213E+00 .4334E+00
.7120E+03 .1361E+01 .1188E+01 .8173E-01 .1033E+01 .9516E+00 .3724E+00 .2684E+00 .6408E+00 .8173E-01 .2219E+00 .4346E+00
.7130E+03 .1353E+01 .1175E+01 .8036E-01 .1021E+01 .9409E+00 .3682E+00 .2659E+00 .6342E+00 .8036E-01 .2202E+00 .4312E+00
.7140E+03 .1358E+01 .1179E+01 .8052E-01 .1025E+01 .9447E+00 .3697E+00 .2678E+00 .6375E+00 .8052E-01 .2220E+00 .4346E+00
.7150E+03 .1333E+01 .1136E+01 .7676E-01 .9870E+00 .9102E+00 .3562E+00 .2583E+00 .6145E+00 .7676E-01 .2145E+00 .4202E+00
.7160E+03 .1339E+01 .1134E+01 .7616E-01 .9843E+00 .9081E+00 .3554E+00 .2582E+00 .6136E+00 .7616E-01 .2148E+00 .4207E+00
.7170E+03 .1358E+01 .9476E+00 .5905E-01 .8180E+00 .7590E+00 .2970E+00 .2127E+00 .5098E+00 .5905E-01 .1790E+00 .3516E+00
.7180E+03 .1336E+01 .8563E+00 .5200E-01 .7379E+00 .6859E+00 .2684E+00 .1918E+00 .4602E+00 .5200E-01 .1621E+00 .3186E+00
.7190E+03 .1312E+01 .7892E+00 .4747E-01 .6796E+00 .6321E+00 .2474E+00 .1770E+00 .4244E+00 .4747E-01 .1498E+00 .2947E+00
.7200E+03 .1337E+01 .8245E+00 .4922E-01 .7096E+00 .6604E+00 .2584E+00 .1852E+00 .4437E+00 .4922E-01 .1571E+00 .3089E+00
.7210E+03 .1323E+01 .9353E+00 .5852E-01 .8077E+00 .7492E+00 .2932E+00 .2127E+00 .5059E+00 .5852E-01 .1792E+00 .3518E+00
.7220E+03 .1322E+01 .1093E+01 .7144E-01 .9465E+00 .8750E+00 .3425E+00 .2514E+00 .5938E+00 .7144E-01 .2104E+00 .4124E+00
.7230E+03 .1334E+01 .1004E+01 .6366E-01 .8679E+00 .8042E+00 .3147E+00 .2297E+00 .5445E+00 .6366E-01 .1932E+00 .3792E+00
.7240E+03 .1323E+01 .8909E+00 .5446E-01 .7680E+00 .7135E+00 .2792E+00 .2025E+00 .4817E+00 .5446E-01 .1712E+00 .3364E+00
.7250E+03 .1314E+01 .8661E+00 .5204E-01 .7457E+00 .6937E+00 .2715E+00 .1964E+00 .4679E+00 .5204E-01 .1665E+00 .3273E+00
.7260E+03 .1316E+01 .9122E+00 .5540E-01 .7860E+00 .7306E+00 .2859E+00 .2077E+00 .4936E+00 .5540E-01 .1758E+00 .3454E+00
.7270E+03 .1325E+01 .9344E+00 .5725E-01 .8056E+00 .7484E+00 .2929E+00 .2135E+00 .5063E+00 .5725E-01 .1805E+00 .3546E+00
.7280E+03 .1301E+01 .8667E+00 .5188E-01 .7461E+00 .6942E+00 .2717E+00 .1973E+00 .4690E+00 .5188E-01 .1674E+00 .3291E+00
.7290E+03 .1275E+01 .9132E+00 .5601E-01 .7874E+00 .7314E+00 .2862E+00 .2093E+00 .4956E+00 .5601E-01 .1770E+00 .3477E+00
.7300E+03 .1306E+01 .9638E+00 .5880E-01 .8307E+00 .7719E+00 .3021E+00 .2210E+00 .5231E+00 .5880E-01 .1871E+00 .3674E+00
.7310E+03 .1296E+01 .9188E+00 .5547E-01 .7914E+00 .7359E+00 .2880E+00 .2105E+00 .4985E+00 .5547E-01 .1785E+00 .3507E+00
.7320E+03 .1299E+01 .9978E+00 .6175E-01 .8610E+00 .7992E+00 .3128E+00 .2303E+00 .5430E+00 .6175E-01 .1946E+00 .3819E+00
.7330E+03 .1295E+01 .1070E+01 .6760E-01 .9248E+00 .8572E+00 .3355E+00 .2485E+00 .5840E+00 .6760E-01 .2094E+00 .4106E+00
.7340E+03 .1309E+01 .1100E+01 .6975E-01 .9508E+00 .8810E+00 .3448E+00 .2560E+00 .6008E+00 .6975E-01 .2156E+00 .4228E+00
.7350E+03 .1290E+01 .1075E+01 .6769E-01 .9287E+00 .8610E+00 .3370E+00 .2502E+00 .5871E+00 .6769E-01 .2110E+00 .4137E+00
.7360E+03 .1284E+01 .1073E+01 .6734E-01 .9272E+00 .8598E+00 .3365E+00 .2500E+00 .5865E+00 .6734E-01 .2110E+00 .4137E+00
.7370E+03 .1294E+01 .1078E+01 .6739E-01 .9306E+00 .8632E+00 .3378E+00 .2512E+00 .5890E+00 .6739E-01 .2121E+00 .4160E+00
.7380E+03 .1273E+01 .1101E+01 .6965E-01 .9513E+00 .8817E+00 .3450E+00 .2577E+00 .6027E+00 .6965E-01 .2172E+00 .4258E+00
.7390E+03 .1251E+01 .1079E+01 .6804E-01 .9322E+00 .8642E+00 .3382E+00 .2527E+00 .5909E+00 .6804E-01 .2132E+00 .4180E+00
.7400E+03 .1270E+01 .1112E+01 .7032E-01 .9608E+00 .8905E+00 .3485E+00 .2610E+00 .6095E+00 .7032E-01 .2201E+00 .4314E+00
.7410E+03 .1249E+01 .1104E+01 .6980E-01 .9537E+00 .8839E+00 .3459E+00 .2591E+00 .6050E+00 .6980E-01 .2185E+00 .4283E+00
.7420E+03 .1243E+01 .1108E+01 .7006E-01 .9572E+00 .8871E+00 .3472E+00 .2601E+00 .6073E+00 .7006E-01 .2193E+00 .4299E+00
.7430E+03 .1273E+01 .1137E+01 .7176E-01 .9825E+00 .9107E+00 .3564E+00 .2670E+00 .6234E+00 .7176E-01 .2251E+00 .4413E+00
.7440E+03 .1265E+01 .1136E+01 .7161E-01 .9814E+00 .9098E+00 .3561E+00 .2667E+00 .6228E+00 .7161E-01 .2249E+00 .4409E+00
.7450E+03 .1262E+01 .1138E+01 .7162E-01 .9831E+00 .9114E+00 .3567E+00 .2671E+00 .6238E+00 .7162E-01 .2253E+00 .4417E+00
.7460E+03 .1268E+01 .1143E+01 .7172E-01 .9875E+00 .9158E+00 .3584E+00 .2683E+00 .6267E+00 .7172E-01 .2264E+00 .4437E+00
.7470E+03 .1270E+01 .1147E+01 .7171E-01 .9901E+00 .9184E+00 .3594E+00 .2689E+00 .6283E+00 .7171E-01 .2270E+00 .4449E+00
.7480E+03 .1267E+01 .1145E+01 .7137E-01 .9882E+00 .9168E+00 .3588E+00 .2683E+00 .6271E+00 .7137E-01 .2265E+00 .4442E+00
.7490E+03 .1252E+01 .1132E+01 .7035E-01 .9770E+00 .9067E+00 .3548E+00 .2652E+00 .6200E+00 .7035E-01 .2240E+00 .4392E+00
.7500E+03 .1251E+01 .1132E+01 .7009E-01 .9764E+00 .9063E+00 .3547E+00 .2650E+00 .6197E+00 .7009E-01 .2239E+00 .4390E+00
.7510E+03 .1238E+01 .1120E+01 .6917E-01 .9664E+00 .8973E+00 .3512E+00 .2622E+00 .6134E+00 .6917E-01 .2216E+00 .4346E+00
.7520E+03 .1243E+01 .1125E+01 .6926E-01 .9706E+00 .9013E+00 .3527E+00 .2633E+00 .6160E+00 .6926E-01 .2226E+00 .4365E+00
.7530E+03 .1249E+01 .1131E+01 .6941E-01 .9755E+00 .9061E+00 .3546E+00 .2645E+00 .6191E+00 .6941E-01 .2237E+00 .4388E+00
.7540E+03 .1252E+01 .1134E+01 .6934E-01 .9776E+00 .9083E+00 .3555E+00 .2650E+00 .6205E+00 .6934E-01 .2242E+00 .4398E+00
.7550E+03 .1245E+01 .1128E+01 .6873E-01 .9720E+00 .9033E+00 .3535E+00 .2634E+00 .6169E+00 .6873E-01 .2229E+00 .4374E+00
.7560E+03 .1244E+01 .1128E+01 .6852E-01 .9718E+00 .9032E+00 .3535E+00 .2633E+00 .6168E+00 .6852E-01 .2229E+00 .4373E+00
.7570E+03 .1246E+01 .1130E+01 .6840E-01 .9732E+00 .9048E+00 .3541E+00 .2636E+00 .6177E+00 .6840E-01 .2233E+00 .4380E+00
.7580E+03 .1231E+01 .1116E+01 .6735E-01 .9613E+00 .8939E+00 .3498E+00 .2603E+00 .6101E+00 .6735E-01 .2205E+00 .4327E+00
.7590E+03 .1227E+01 .1100E+01 .6579E-01 .9467E+00 .8809E+00 .3447E+00 .2561E+00 .6008E+00 .6579E-01 .2172E+00 .4263E+00
.7600E+03 .1227E+01 .3233E+00 .1098E-01 .2699E+00 .2589E+00 .1013E+00 .6814E-01 .1695E+00 .1098E-01 .6164E-01 .1224E+00
.7610E+03 .1223E+01 .2075E+00 .5780E-02 .1720E+00 .1662E+00 .6505E-01 .4260E-01 .1077E+00 .5780E-02 .3918E-01 .7798E-01
.7620E+03 .1202E+01 .6918E+00 .3329E-01 .5874E+00 .5541E+00 .2169E+00 .1539E+00 .3707E+00 .3329E-01 .1341E+00 .2647E+00
.7630E+03 .1224E+01 .4324E+00 .1658E-01 .3629E+00 .3463E+00 .1355E+00 .9245E-01 .2280E+00 .1658E-01 .8262E-01 .1638E+00
.7640E+03 .1218E+01 .5712E+00 .2483E-01 .4823E+00 .4575E+00 .1790E+00 .1245E+00 .3035E+00 .2483E-01 .1098E+00 .2171E+00
.7650E+03 .1205E+01 .6928E+00 .3296E-01 .5879E+00 .5549E+00 .2172E+00 .1533E+00 .3704E+00 .3296E-01 .1337E+00 .2639E+00
.7660E+03 .1156E+01 .7870E+00 .4034E-01 .6707E+00 .6303E+00 .2467E+00 .1764E+00 .4231E+00 .4034E-01 .1524E+00 .3004E+00
.7670E+03 .1195E+01 .9327E+00 .5077E-01 .7978E+00 .7470E+00 .2924E+00 .2114E+00 .5037E+00 .5077E-01 .1812E+00 .3565E+00
.7680E+03 .1200E+01 .1030E+01 .5844E-01 .8837E+00 .8252E+00 .3230E+00 .2353E+00 .5582E+00 .5844E-01 .2005E+00 .3941E+00
.7690E+03 .1188E+01 .1042E+01 .5948E-01 .8941E+00 .8346E+00 .3266E+00 .2380E+00 .5647E+00 .5948E-01 .2026E+00 .3981E+00
.7700E+03 .1188E+01 .1066E+01 .6131E-01 .9154E+00 .8541E+00 .3343E+00 .2437E+00 .5780E+00 .6131E-01 .2072E+00 .4070E+00
.7710E+03 .1180E+01 .1070E+01 .6160E-01 .9188E+00 .8572E+00 .3355E+00 .2444E+00 .5799E+00 .6160E-01 .2077E+00 .4080E+00
.7720E+03 .1177E+01 .1071E+01 .6153E-01 .9195E+00 .8579E+00 .3358E+00 .2443E+00 .5800E+00 .6153E-01 .2075E+00 .4077E+00
.7730E+03 .1184E+01 .1078E+01 .6175E-01 .9256E+00 .8638E+00 .3381E+00 .2455E+00 .5836E+00 .6175E-01 .2086E+00 .4099E+00
.7740E+03 .1177E+01 .1073E+01 .6124E-01 .9208E+00 .8596E+00 .3364E+00 .2439E+00 .5803E+00 .6124E-01 .2073E+00 .4073E+00
.7750E+03 .1167E+01 .1065E+01 .6057E-01 .9136E+00 .8530E+00 .3338E+00 .2416E+00 .5754E+00 .6057E-01 .2053E+00 .4035E+00
.7760E+03 .1181E+01 .1078E+01 .6111E-01 .9246E+00 .8635E+00 .3379E+00 .2442E+00 .5821E+00 .6111E-01 .2075E+00 .4079E+00
.7770E+03 .1165E+01 .1064E+01 .6010E-01 .9123E+00 .8522E+00 .3335E+00 .2406E+00 .5741E+00 .6010E-01 .2045E+00 .4019E+00
.7780E+03 .1159E+01 .1058E+01 .5953E-01 .9067E+00 .8472E+00 .3316E+00 .2387E+00 .5703E+00 .5953E-01 .2030E+00 .3990E+00
.7790E+03 .1160E+01 .1059E+01 .5938E-01 .9074E+00 .8481E+00 .3319E+00 .2385E+00 .5704E+00 .5938E-01 .2028E+00 .3988E+00
.7800E+03 .1153E+01 .1053E+01 .5886E-01 .9023E+00 .8434E+00 .3301E+00 .2368E+00 .5669E+00 .5886E-01 .2014E+00 .3960E+00
.7810E+03 .1154E+01 .1054E+01 .5872E-01 .9031E+00 .8444E+00 .3305E+00 .2365E+00 .5670E+00 .5872E-01 .2012E+00 .3956E+00
.7820E+03 .1161E+01 .1061E+01 .5888E-01 .9086E+00 .8497E+00 .3325E+00 .2375E+00 .5700E+00 .5888E-01 .2020E+00 .3973E+00
.7830E+03 .1140E+01 .1043E+01 .5766E-01 .8927E+00 .8350E+00 .3268E+00 .2329E+00 .5596E+00 .5766E-01 .1981E+00 .3896E+00
.7840E+03 .1145E+01 .1048E+01 .5775E-01 .8968E+00 .8391E+00 .3284E+00 .2335E+00 .5618E+00 .5775E-01 .1986E+00 .3906E+00
.7850E+03 .1138E+01 .1039E+01 .5700E-01 .8891E+00 .8321E+00 .3257E+00 .2309E+00 .5566E+00 .5700E-01 .1965E+00 .3866E+00
.7860E+03 .1152E+01 .1050E+01 .5733E-01 .8981E+00 .8407E+00 .3290E+00 .2328E+00 .5618E+00 .5733E-01 .1981E+00 .3897E+00
.7870E+03 .1147E+01 .1027E+01 .5543E-01 .8779E+00 .8225E+00 .3219E+00 .2268E+00 .5487E+00 .5543E-01 .1933E+00 .3803E+00
.7880E+03 .1141E+01 .1012E+01 .5420E-01 .8646E+00 .8104E+00 .3172E+00 .2228E+00 .5399E+00 .5420E-01 .1899E+00 .3739E+00
.7890E+03 .1147E+01 .1008E+01 .5369E-01 .8614E+00 .8077E+00 .3161E+00 .2214E+00 .5375E+00 .5369E-01 .1888E+00 .3718E+00
.7900E+03 .1145E+01 .9774E+00 .5131E-01 .8341E+00 .7828E+00 .3064E+00 .2136E+00 .5200E+00 .5131E-01 .1825E+00 .3594E+00
.7910E+03 .1129E+01 .9907E+00 .5236E-01 .8459E+00 .7935E+00 .3105E+00 .2165E+00 .5270E+00 .5236E-01 .1847E+00 .3637E+00
.7920E+03 .1118E+01 .9849E+00 .5196E-01 .8409E+00 .7889E+00 .3087E+00 .2148E+00 .5236E+00 .5196E-01 .1832E+00 .3609E+00
.7930E+03 .1104E+01 .9685E+00 .5084E-01 .8265E+00 .7757E+00 .3036E+00 .2107E+00 .5143E+00 .5084E-01 .1798E+00 .3540E+00
.7940E+03 .1091E+01 .9935E+00 .5271E-01 .8485E+00 .7958E+00 .3114E+00 .2163E+00 .5277E+00 .5271E-01 .1842E+00 .3626E+00
.7950E+03 .1116E+01 .1008E+01 .5310E-01 .8606E+00 .8075E+00 .3160E+00 .2188E+00 .5348E+00 .5310E-01 .1864E+00 .3671E+00
.7960E+03 .1120E+01 .9679E+00 .4995E-01 .8252E+00 .7753E+00 .3034E+00 .2089E+00 .5123E+00 .4995E-01 .1784E+00 .3515E+00
.7970E+03 .1119E+01 .9686E+00 .4975E-01 .8256E+00 .7758E+00 .3036E+00 .2085E+00 .5121E+00 .4975E-01 .1781E+00 .3509E+00
.7980E+03 .1118E+01 .1005E+01 .5227E-01 .8575E+00 .8053E+00 .3151E+00 .2166E+00 .5317E+00 .5227E-01 .1846E+00 .3637E+00
.7990E+03 .1119E+01 .9974E+00 .5151E-01 .8504E+00 .7989E+00 .3126E+00 .2142E+00 .5268E+00 .5151E-01 .1827E+00 .3600E+00
.8000E+03 .1109E+01 .9773E+00 .5006E-01 .8328E+00 .7828E+00 .3063E+00 .2092E+00 .5155E+00 .5006E-01 .1786E+00 .3519E+00
.8010E+03 .1112E+01 .9736E+00 .4957E-01 .8294E+00 .7798E+00 .3052E+00 .2078E+00 .5130E+00 .4957E-01 .1775E+00 .3498E+00
.8020E+03 .1107E+01 .9709E+00 .4925E-01 .8269E+00 .7777E+00 .3043E+00 .2067E+00 .5110E+00 .4925E-01 .1766E+00 .3480E+00
.8030E+03 .1103E+01 .9625E+00 .4854E-01 .8194E+00 .7709E+00 .3017E+00 .2042E+00 .5059E+00 .4854E-01 .1746E+00 .3442E+00
.8040E+03 .1101E+01 .9650E+00 .4860E-01 .8215E+00 .7729E+00 .3025E+00 .2043E+00 .5068E+00 .4860E-01 .1746E+00 .3443E+00
.8050E+03 .1087E+01 .9650E+00 .4868E-01 .8216E+00 .7729E+00 .3025E+00 .2040E+00 .5065E+00 .4868E-01 .1743E+00 .3436E+00
.8060E+03 .1102E+01 .9955E+00 .5041E-01 .8478E+00 .7974E+00 .3121E+00 .2103E+00 .5223E+00 .5041E-01 .1795E+00 .3538E+00
.8070E+03 .1093E+01 .9831E+00 .4952E-01 .8369E+00 .7874E+00 .3081E+00 .2070E+00 .5152E+00 .4952E-01 .1768E+00 .3485E+00
.8080E+03 .1091E+01 .9849E+00 .4949E-01 .8383E+00 .7889E+00 .3087E+00 .2069E+00 .5156E+00 .4949E-01 .1767E+00 .3484E+00
.8090E+03 .1082E+01 .9638E+00 .4798E-01 .8199E+00 .7720E+00 .3021E+00 .2017E+00 .5038E+00 .4798E-01 .1724E+00 .3400E+00
.8100E+03 .1085E+01 .9498E+00 .4680E-01 .8075E+00 .7607E+00 .2977E+00 .1980E+00 .4957E+00 .4680E-01 .1694E+00 .3342E+00
.8110E+03 .1096E+01 .9499E+00 .4641E-01 .8073E+00 .7608E+00 .2978E+00 .1974E+00 .4951E+00 .4641E-01 .1690E+00 .3334E+00
.8120E+03 .1097E+01 .9166E+00 .4400E-01 .7782E+00 .7341E+00 .2873E+00 .1894E+00 .4767E+00 .4400E-01 .1625E+00 .3208E+00
.8130E+03 .1099E+01 .8944E+00 .4255E-01 .7589E+00 .7164E+00 .2804E+00 .1842E+00 .4645E+00 .4255E-01 .1581E+00 .3122E+00
.8140E+03 .1092E+01 .7676E+00 .3486E-01 .6497E+00 .6148E+00 .2406E+00 .1563E+00 .3969E+00 .3486E-01 .1350E+00 .2669E+00
.8150E+03 .1086E+01 .7640E+00 .3467E-01 .6466E+00 .6119E+00 .2395E+00 .1553E+00 .3948E+00 .3467E-01 .1341E+00 .2651E+00
.8160E+03 .1084E+01 .7058E+00 .3134E-01 .5966E+00 .5653E+00 .2212E+00 .1426E+00 .3638E+00 .3134E-01 .1234E+00 .2442E+00
.8170E+03 .1080E+01 .7236E+00 .3228E-01 .6118E+00 .5796E+00 .2268E+00 .1460E+00 .3729E+00 .3228E-01 .1263E+00 .2498E+00
.8180E+03 .1058E+01 .6936E+00 .3049E-01 .5860E+00 .5556E+00 .2174E+00 .1393E+00 .3568E+00 .3049E-01 .1207E+00 .2388E+00
.8190E+03 .1052E+01 .7947E+00 .3635E-01 .6729E+00 .6365E+00 .2491E+00 .1605E+00 .4097E+00 .3635E-01 .1383E+00 .2734E+00
.8200E+03 .1046E+01 .7422E+00 .3324E-01 .6277E+00 .5945E+00 .2326E+00 .1490E+00 .3817E+00 .3324E-01 .1287E+00 .2546E+00
.8210E+03 .1045E+01 .8878E+00 .4177E-01 .7529E+00 .7111E+00 .2783E+00 .1798E+00 .4581E+00 .4177E-01 .1543E+00 .3046E+00
.8220E+03 .1047E+01 .8575E+00 .3978E-01 .7266E+00 .6868E+00 .2688E+00 .1730E+00 .4418E+00 .3978E-01 .1487E+00 .2937E+00
.8230E+03 .1057E+01 .5477E+00 .2253E-01 .4612E+00 .4387E+00 .1717E+00 .1079E+00 .2796E+00 .2253E-01 .9414E-01 .1866E+00
.8240E+03 .1054E+01 .8200E+00 .3701E-01 .6938E+00 .6568E+00 .2570E+00 .1641E+00 .4212E+00 .3701E-01 .1415E+00 .2798E+00
.8250E+03 .1051E+01 .8717E+00 .4033E-01 .7386E+00 .6982E+00 .2733E+00 .1751E+00 .4484E+00 .4033E-01 .1505E+00 .2973E+00
.8260E+03 .1059E+01 .8315E+00 .3778E-01 .7038E+00 .6660E+00 .2606E+00 .1663E+00 .4269E+00 .3778E-01 .1432E+00 .2830E+00
.8270E+03 .1057E+01 .8848E+00 .4069E-01 .7494E+00 .7087E+00 .2774E+00 .1771E+00 .4545E+00 .4069E-01 .1523E+00 .3009E+00
.8280E+03 .1051E+01 .7290E+00 .3161E-01 .6155E+00 .5839E+00 .2285E+00 .1442E+00 .3727E+00 .3161E-01 .1248E+00 .2470E+00
.8290E+03 .1045E+01 .8273E+00 .3729E-01 .6999E+00 .6626E+00 .2593E+00 .1646E+00 .4239E+00 .3729E-01 .1418E+00 .2803E+00
.8300E+03 .1042E+01 .8115E+00 .3622E-01 .6862E+00 .6499E+00 .2544E+00 .1609E+00 .4153E+00 .3622E-01 .1388E+00 .2745E+00
.8310E+03 .1036E+01 .8147E+00 .3631E-01 .6889E+00 .6525E+00 .2554E+00 .1614E+00 .4167E+00 .3631E-01 .1392E+00 .2752E+00
.8320E+03 .1039E+01 .7845E+00 .3450E-01 .6628E+00 .6283E+00 .2459E+00 .1548E+00 .4007E+00 .3450E-01 .1337E+00 .2645E+00
.8330E+03 .1006E+01 .8502E+00 .3837E-01 .7194E+00 .6810E+00 .2665E+00 .1684E+00 .4349E+00 .3837E-01 .1449E+00 .2865E+00
.8340E+03 .1011E+01 .8127E+00 .3603E-01 .6870E+00 .6509E+00 .2547E+00 .1602E+00 .4150E+00 .3603E-01 .1382E+00 .2733E+00
.8350E+03 .1027E+01 .9095E+00 .4150E-01 .7699E+00 .7284E+00 .2851E+00 .1801E+00 .4652E+00 .4150E-01 .1547E+00 .3057E+00
.8360E+03 .1032E+01 .8596E+00 .3822E-01 .7267E+00 .6885E+00 .2694E+00 .1692E+00 .4386E+00 .3822E-01 .1458E+00 .2883E+00
.8370E+03 .1027E+01 .9127E+00 .4140E-01 .7725E+00 .7311E+00 .2861E+00 .1801E+00 .4662E+00 .4140E-01 .1548E+00 .3059E+00
.8380E+03 .1011E+01 .8789E+00 .3933E-01 .7433E+00 .7040E+00 .2755E+00 .1728E+00 .4483E+00 .3933E-01 .1487E+00 .2940E+00
.8390E+03 .1008E+01 .9003E+00 .4063E-01 .7618E+00 .7211E+00 .2822E+00 .1771E+00 .4593E+00 .4063E-01 .1522E+00 .3008E+00
.8400E+03 .1025E+01 .9216E+00 .4157E-01 .7797E+00 .7381E+00 .2889E+00 .1810E+00 .4699E+00 .4157E-01 .1556E+00 .3075E+00
.8410E+03 .1019E+01 .9063E+00 .4058E-01 .7665E+00 .7259E+00 .2841E+00 .1777E+00 .4617E+00 .4058E-01 .1529E+00 .3021E+00
.8420E+03 .1010E+01 .9120E+00 .4099E-01 .7715E+00 .7305E+00 .2859E+00 .1788E+00 .4647E+00 .4099E-01 .1538E+00 .3039E+00
.8430E+03 .9984E+00 .9153E+00 .4129E-01 .7744E+00 .7331E+00 .2869E+00 .1795E+00 .4664E+00 .4129E-01 .1543E+00 .3049E+00
.8440E+03 .9915E+00 .9000E+00 .4031E-01 .7612E+00 .7209E+00 .2821E+00 .1762E+00 .4583E+00 .4031E-01 .1516E+00 .2996E+00
.8450E+03 .1015E+01 .9341E+00 .4195E-01 .7901E+00 .7482E+00 .2928E+00 .1829E+00 .4757E+00 .4195E-01 .1573E+00 .3108E+00
.8460E+03 .1009E+01 .9308E+00 .4173E-01 .7872E+00 .7455E+00 .2918E+00 .1821E+00 .4739E+00 .4173E-01 .1566E+00 .3095E+00
.8470E+03 .9866E+00 .9148E+00 .4098E-01 .7737E+00 .7327E+00 .2867E+00 .1789E+00 .4656E+00 .4098E-01 .1538E+00 .3040E+00
.8480E+03 .9856E+00 .9076E+00 .4041E-01 .7674E+00 .7270E+00 .2845E+00 .1772E+00 .4617E+00 .4041E-01 .1525E+00 .3014E+00
.8490E+03 .9580E+00 .8820E+00 .3916E-01 .7456E+00 .7064E+00 .2765E+00 .1720E+00 .4485E+00 .3916E-01 .1481E+00 .2927E+00
.8500E+03 .9169E+00 .8454E+00 .3744E-01 .7146E+00 .6772E+00 .2650E+00 .1647E+00 .4297E+00 .3744E-01 .1418E+00 .2804E+00
.8510E+03 .9767E+00 .8937E+00 .3934E-01 .7551E+00 .7158E+00 .2801E+00 .1739E+00 .4540E+00 .3934E-01 .1498E+00 .2962E+00
.8520E+03 .9674E+00 .8880E+00 .3903E-01 .7503E+00 .7113E+00 .2784E+00 .1726E+00 .4510E+00 .3903E-01 .1488E+00 .2941E+00
.8530E+03 .9264E+00 .8567E+00 .3766E-01 .7239E+00 .6862E+00 .2685E+00 .1665E+00 .4350E+00 .3766E-01 .1435E+00 .2836E+00
.8540E+03 .8037E+00 .7383E+00 .3226E-01 .6236E+00 .5913E+00 .2314E+00 .1432E+00 .3746E+00 .3226E-01 .1235E+00 .2442E+00
.8550E+03 .8775E+00 .8133E+00 .3558E-01 .6870E+00 .6514E+00 .2549E+00 .1578E+00 .4127E+00 .3558E-01 .1360E+00 .2689E+00
.8560E+03 .9614E+00 .8877E+00 .3866E-01 .7496E+00 .7110E+00 .2782E+00 .1720E+00 .4502E+00 .3866E-01 .1483E+00 .2933E+00
.8570E+03 .9792E+00 .9091E+00 .3957E-01 .7677E+00 .7281E+00 .2850E+00 .1760E+00 .4610E+00 .3957E-01 .1518E+00 .3002E+00
.8580E+03 .9734E+00 .9018E+00 .3911E-01 .7614E+00 .7223E+00 .2827E+00 .1744E+00 .4571E+00 .3911E-01 .1505E+00 .2976E+00
.8590E+03 .9723E+00 .9031E+00 .3910E-01 .7625E+00 .7234E+00 .2831E+00 .1745E+00 .4576E+00 .3910E-01 .1506E+00 .2979E+00
.8600E+03 .9725E+00 .9056E+00 .3914E-01 .7645E+00 .7253E+00 .2839E+00 .1749E+00 .4587E+00 .3914E-01 .1509E+00 .2985E+00
.8610E+03 .9677E+00 .9004E+00 .3879E-01 .7600E+00 .7212E+00 .2822E+00 .1737E+00 .4559E+00 .3879E-01 .1500E+00 .2966E+00
.8620E+03 .9821E+00 .9150E+00 .3934E-01 .7722E+00 .7329E+00 .2868E+00 .1764E+00 .4632E+00 .3934E-01 .1523E+00 .3013E+00
.8630E+03 .1005E+01 .9367E+00 .4016E-01 .7904E+00 .7502E+00 .2936E+00 .1804E+00 .4740E+00 .4016E-01 .1558E+00 .3082E+00
.8640E+03 .9548E+00 .8898E+00 .3805E-01 .7508E+00 .7127E+00 .2789E+00 .1712E+00 .4501E+00 .3805E-01 .1479E+00 .2926E+00
.8650E+03 .9460E+00 .8822E+00 .3763E-01 .7442E+00 .7066E+00 .2765E+00 .1696E+00 .4461E+00 .3763E-01 .1466E+00 .2899E+00
